train_range,test_range,test_total_profit_pct,best_params
20250619-20250917,20250917-20251017,0.19,"{""params"": {""adx_period"": 16, ""adx_threshold"": 22, ""atr_period"": 17, ""bb_period"": 21, ""bb_std"": 1.936, ""macd_fast"": 8, ""macd_signal"": 8, ""macd_slow"": 28, ""stoch_d_period"": 4, ""stoch_k_period"": 20, ""stoch_threshold"": 53, ""atr_stoploss_multiplier"": 2.14, ""stoch_overbought"": 89, ""stoch_oversold"": 20}, ""minimal_roi"": {""0"": 0.478, ""320"": 0.166, ""487"": 0.073, ""1862"": 0}, ""stoploss"": -0.285, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
20250719-20251017,20251017-20251116,,"{""params"": {""adx_period"": 14, ""adx_threshold"": 28, ""atr_period"": 11, ""bb_period"": 24, ""bb_std"": 1.593, ""macd_fast"": 13, ""macd_signal"": 12, ""macd_slow"": 28, ""stoch_d_period"": 5, ""stoch_k_period"": 18, ""stoch_threshold"": 49, ""atr_stoploss_multiplier"": 3.0, ""stoch_overbought"": 84, ""stoch_oversold"": 11}, ""minimal_roi"": {""0"": 0.627, ""215"": 0.194, ""589"": 0.056, ""1595"": 0}, ""stoploss"": -0.256, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
20250818-20251116,20251116-20251216,,"{""params"": {""adx_period"": 12, ""adx_threshold"": 30, ""atr_period"": 11, ""bb_period"": 22, ""bb_std"": 1.775, ""macd_fast"": 8, ""macd_signal"": 12, ""macd_slow"": 26, ""stoch_d_period"": 6, ""stoch_k_period"": 19, ""stoch_threshold"": 55, ""atr_stoploss_multiplier"": 3.7, ""stoch_overbought"": 89, ""stoch_oversold"": 10}, ""minimal_roi"": {""0"": 0.387, ""138"": 0.116, ""457"": 0.052, ""1827"": 0}, ""stoploss"": -0.142, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
20250917-20251216,20251216-20260115,0.44,"{""params"": {""adx_period"": 15, ""adx_threshold"": 20, ""atr_period"": 10, ""bb_period"": 16, ""bb_std"": 1.972, ""macd_fast"": 8, ""macd_signal"": 9, ""macd_slow"": 26, ""stoch_d_period"": 3, ""stoch_k_period"": 18, ""stoch_threshold"": 52, ""atr_stoploss_multiplier"": 2.572, ""stoch_overbought"": 88, ""stoch_oversold"": 23}, ""minimal_roi"": {""0"": 0.409, ""408"": 0.163, ""1036"": 0.045, ""1435"": 0}, ""stoploss"": -0.095, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
20251017-20260115,20260115-20260214,1.01,"{""params"": {""adx_period"": 13, ""adx_threshold"": 30, ""atr_period"": 20, ""bb_period"": 22, ""bb_std"": 2.144, ""macd_fast"": 11, ""macd_signal"": 7, ""macd_slow"": 29, ""stoch_d_period"": 5, ""stoch_k_period"": 15, ""stoch_threshold"": 48, ""atr_stoploss_multiplier"": 3.065, ""stoch_overbought"": 75, ""stoch_oversold"": 20}, ""minimal_roi"": {""0"": 0.59, ""286"": 0.149, ""589"": 0.043, ""1214"": 0}, ""stoploss"": -0.081, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
20251116-20260214,20260214-20260316,0.28,"{""params"": {""adx_period"": 15, ""adx_threshold"": 22, ""atr_period"": 20, ""bb_period"": 25, ""bb_std"": 2.234, ""macd_fast"": 10, ""macd_signal"": 10, ""macd_slow"": 21, ""stoch_d_period"": 4, ""stoch_k_period"": 16, ""stoch_threshold"": 55, ""atr_stoploss_multiplier"": 3.519, ""stoch_overbought"": 79, ""stoch_oversold"": 14}, ""minimal_roi"": {""0"": 0.46, ""319"": 0.218, ""997"": 0.075, ""1799"": 0}, ""stoploss"": -0.215, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
20251216-20260316,20260316-20260415,,"{""params"": {""adx_period"": 13, ""adx_threshold"": 21, ""atr_period"": 11, ""bb_period"": 17, ""bb_std"": 2.009, ""macd_fast"": 13, ""macd_signal"": 7, ""macd_slow"": 22, ""stoch_d_period"": 3, ""stoch_k_period"": 18, ""stoch_threshold"": 51, ""atr_stoploss_multiplier"": 2.817, ""stoch_overbought"": 84, ""stoch_oversold"": 24}, ""minimal_roi"": {""0"": 0.342, ""131"": 0.213, ""256"": 0.056, ""898"": 0}, ""stoploss"": -0.084, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
20260115-20260415,20260415-20260515,,"{""params"": {""adx_period"": 19, ""adx_threshold"": 30, ""atr_period"": 14, ""bb_period"": 23, ""bb_std"": 2.446, ""macd_fast"": 16, ""macd_signal"": 8, ""macd_slow"": 27, ""stoch_d_period"": 6, ""stoch_k_period"": 20, ""stoch_threshold"": 47, ""atr_stoploss_multiplier"": 2.813, ""stoch_overbought"": 89, ""stoch_oversold"": 19}, ""minimal_roi"": {""0"": 0.363, ""126"": 0.092, ""440"": 0.059, ""1721"": 0}, ""stoploss"": -0.206, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
20260214-20260515,20260515-20260614,,"{""params"": {""adx_period"": 20, ""adx_threshold"": 23, ""atr_period"": 15, ""bb_period"": 20, ""bb_std"": 1.927, ""macd_fast"": 10, ""macd_signal"": 8, ""macd_slow"": 23, ""stoch_d_period"": 4, ""stoch_k_period"": 11, ""stoch_threshold"": 55, ""atr_stoploss_multiplier"": 3.474, ""stoch_overbought"": 78, ""stoch_oversold"": 17}, ""minimal_roi"": {""0"": 0.231, ""399"": 0.126, ""665"": 0.064, ""872"": 0}, ""stoploss"": -0.272, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
20260316-20260614,20260614-20260714,1.85,"{""params"": {""adx_period"": 15, ""adx_threshold"": 21, ""atr_period"": 19, ""bb_period"": 16, ""bb_std"": 2.262, ""macd_fast"": 11, ""macd_signal"": 7, ""macd_slow"": 27, ""stoch_d_period"": 5, ""stoch_k_period"": 11, ""stoch_threshold"": 45, ""atr_stoploss_multiplier"": 2.592, ""stoch_overbought"": 88, ""stoch_oversold"": 21}, ""minimal_roi"": {""0"": 0.35, ""271"": 0.139, ""908"": 0.074, ""1434"": 0}, ""stoploss"": -0.073, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
20260415-20260714,20260714-20260813,0.01,"{""params"": {""adx_period"": 11, ""adx_threshold"": 30, ""atr_period"": 19, ""bb_period"": 18, ""bb_std"": 1.911, ""macd_fast"": 14, ""macd_signal"": 7, ""macd_slow"": 29, ""stoch_d_period"": 3, ""stoch_k_period"": 19, ""stoch_threshold"": 54, ""atr_stoploss_multiplier"": 3.519, ""stoch_overbought"": 77, ""stoch_oversold"": 10}, ""minimal_roi"": {""0"": 0.279, ""237"": 0.195, ""851"": 0.087, ""2202"": 0}, ""stoploss"": -0.163, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 1}"
