train_range,test_range,test_total_profit_pct,best_params
20230518-20230816,20230816-20230915,,"{""params"": {""adx_period"": 14, ""adx_regime_threshold"": 31, ""atr_period"": 19, ""bb_period"": 25, ""bb_std"": 2.766, ""rsi_overbought"": 66, ""rsi_oversold"": 38, ""rsi_period"": 18, ""xrp_adx_period"": 11, ""xrp_adx_regime_threshold"": 25, ""xrp_atr_period"": 14, ""xrp_bb_period"": 16, ""xrp_bb_std"": 1.76, ""xrp_rsi_overbought"": 64, ""xrp_rsi_oversold"": 36, ""xrp_rsi_period"": 19, ""atr_stoploss_multiplier"": 2.148, ""rsi_exit"": 57, ""rsi_exit_short"": 30, ""xrp_atr_stoploss_multiplier"": 2.77, ""xrp_rsi_exit"": 55, ""xrp_rsi_exit_short"": 40}, ""minimal_roi"": {""0"": 0.52, ""398"": 0.103, ""1001"": 0.071, ""2311"": 0}, ""stoploss"": -0.037, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20230617-20230915,20230915-20231015,0.44,"{""params"": {""adx_period"": 11, ""adx_regime_threshold"": 22, ""atr_period"": 17, ""bb_period"": 24, ""bb_std"": 1.397, ""rsi_overbought"": 70, ""rsi_oversold"": 31, ""rsi_period"": 12, ""xrp_adx_period"": 11, ""xrp_adx_regime_threshold"": 22, ""xrp_atr_period"": 13, ""xrp_bb_period"": 22, ""xrp_bb_std"": 2.51, ""xrp_rsi_overbought"": 57, ""xrp_rsi_oversold"": 40, ""xrp_rsi_period"": 12, ""atr_stoploss_multiplier"": 1.404, ""rsi_exit"": 56, ""rsi_exit_short"": 42, ""xrp_atr_stoploss_multiplier"": 1.394, ""xrp_rsi_exit"": 68, ""xrp_rsi_exit_short"": 35}, ""minimal_roi"": {""0"": 0.383, ""439"": 0.12, ""676"": 0.029, ""2062"": 0}, ""stoploss"": -0.235, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20230717-20231015,20231015-20231114,1.21,"{""params"": {""adx_period"": 13, ""adx_regime_threshold"": 22, ""atr_period"": 20, ""bb_period"": 19, ""bb_std"": 1.655, ""rsi_overbought"": 65, ""rsi_oversold"": 30, ""rsi_period"": 20, ""xrp_adx_period"": 19, ""xrp_adx_regime_threshold"": 23, ""xrp_atr_period"": 19, ""xrp_bb_period"": 22, ""xrp_bb_std"": 2.015, ""xrp_rsi_overbought"": 56, ""xrp_rsi_oversold"": 37, ""xrp_rsi_period"": 12, ""atr_stoploss_multiplier"": 2.237, ""rsi_exit"": 58, ""rsi_exit_short"": 43, ""xrp_atr_stoploss_multiplier"": 2.778, ""xrp_rsi_exit"": 65, ""xrp_rsi_exit_short"": 44}, ""minimal_roi"": {""0"": 0.519, ""374"": 0.105, ""763"": 0.062, ""1225"": 0}, ""stoploss"": -0.155, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20230816-20231114,20231114-20231214,2.91,"{""params"": {""adx_period"": 15, ""adx_regime_threshold"": 29, ""atr_period"": 15, ""bb_period"": 17, ""bb_std"": 2.295, ""rsi_overbought"": 57, ""rsi_oversold"": 26, ""rsi_period"": 12, ""xrp_adx_period"": 18, ""xrp_adx_regime_threshold"": 29, ""xrp_atr_period"": 17, ""xrp_bb_period"": 19, ""xrp_bb_std"": 2.645, ""xrp_rsi_overbought"": 70, ""xrp_rsi_oversold"": 32, ""xrp_rsi_period"": 13, ""atr_stoploss_multiplier"": 2.515, ""rsi_exit"": 67, ""rsi_exit_short"": 37, ""xrp_atr_stoploss_multiplier"": 2.257, ""xrp_rsi_exit"": 69, ""xrp_rsi_exit_short"": 34}, ""minimal_roi"": {""0"": 0.496, ""190"": 0.157, ""810"": 0.054, ""1721"": 0}, ""stoploss"": -0.267, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20230915-20231214,20231214-20240113,,"{""params"": {""adx_period"": 15, ""adx_regime_threshold"": 27, ""atr_period"": 15, ""bb_period"": 25, ""bb_std"": 2.748, ""rsi_overbought"": 70, ""rsi_oversold"": 37, ""rsi_period"": 14, ""xrp_adx_period"": 15, ""xrp_adx_regime_threshold"": 20, ""xrp_atr_period"": 14, ""xrp_bb_period"": 20, ""xrp_bb_std"": 1.721, ""xrp_rsi_overbought"": 65, ""xrp_rsi_oversold"": 29, ""xrp_rsi_period"": 19, ""atr_stoploss_multiplier"": 2.727, ""rsi_exit"": 57, ""rsi_exit_short"": 44, ""xrp_atr_stoploss_multiplier"": 2.815, ""xrp_rsi_exit"": 57, ""xrp_rsi_exit_short"": 43}, ""minimal_roi"": {""0"": 0.368, ""283"": 0.201, ""526"": 0.087, ""1591"": 0}, ""stoploss"": -0.232, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20231015-20240113,20240113-20240212,1.13,"{""params"": {""adx_period"": 13, ""adx_regime_threshold"": 26, ""atr_period"": 13, ""bb_period"": 17, ""bb_std"": 2.783, ""rsi_overbought"": 61, ""rsi_oversold"": 36, ""rsi_period"": 18, ""xrp_adx_period"": 20, ""xrp_adx_regime_threshold"": 25, ""xrp_atr_period"": 11, ""xrp_bb_period"": 16, ""xrp_bb_std"": 1.259, ""xrp_rsi_overbought"": 65, ""xrp_rsi_oversold"": 30, ""xrp_rsi_period"": 12, ""atr_stoploss_multiplier"": 1.503, ""rsi_exit"": 64, ""rsi_exit_short"": 37, ""xrp_atr_stoploss_multiplier"": 2.205, ""xrp_rsi_exit"": 63, ""xrp_rsi_exit_short"": 34}, ""minimal_roi"": {""0"": 0.508, ""180"": 0.117, ""736"": 0.06, ""2081"": 0}, ""stoploss"": -0.071, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20231114-20240212,20240212-20240313,,"{""params"": {""adx_period"": 10, ""adx_regime_threshold"": 28, ""atr_period"": 19, ""bb_period"": 16, ""bb_std"": 2.491, ""rsi_overbought"": 70, ""rsi_oversold"": 31, ""rsi_period"": 16, ""xrp_adx_period"": 11, ""xrp_adx_regime_threshold"": 31, ""xrp_atr_period"": 14, ""xrp_bb_period"": 18, ""xrp_bb_std"": 2.982, ""xrp_rsi_overbought"": 70, ""xrp_rsi_oversold"": 37, ""xrp_rsi_period"": 19, ""atr_stoploss_multiplier"": 2.699, ""rsi_exit"": 56, ""rsi_exit_short"": 31, ""xrp_atr_stoploss_multiplier"": 1.991, ""xrp_rsi_exit"": 64, ""xrp_rsi_exit_short"": 35}, ""minimal_roi"": {""0"": 0.255, ""229"": 0.173, ""766"": 0.055, ""1205"": 0}, ""stoploss"": -0.03, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20231214-20240313,20240313-20240412,2.23,"{""params"": {""adx_period"": 11, ""adx_regime_threshold"": 30, ""atr_period"": 20, ""bb_period"": 18, ""bb_std"": 2.976, ""rsi_overbought"": 65, ""rsi_oversold"": 40, ""rsi_period"": 14, ""xrp_adx_period"": 18, ""xrp_adx_regime_threshold"": 30, ""xrp_atr_period"": 13, ""xrp_bb_period"": 18, ""xrp_bb_std"": 2.448, ""xrp_rsi_overbought"": 75, ""xrp_rsi_oversold"": 30, ""xrp_rsi_period"": 19, ""atr_stoploss_multiplier"": 2.055, ""rsi_exit"": 63, ""rsi_exit_short"": 31, ""xrp_atr_stoploss_multiplier"": 2.374, ""xrp_rsi_exit"": 55, ""xrp_rsi_exit_short"": 31}, ""minimal_roi"": {""0"": 0.296, ""312"": 0.069, ""521"": 0.046, ""1267"": 0}, ""stoploss"": -0.214, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240113-20240412,20240412-20240512,1.05,"{""params"": {""adx_period"": 18, ""adx_regime_threshold"": 31, ""atr_period"": 10, ""bb_period"": 25, ""bb_std"": 1.753, ""rsi_overbought"": 64, ""rsi_oversold"": 43, ""rsi_period"": 12, ""xrp_adx_period"": 12, ""xrp_adx_regime_threshold"": 28, ""xrp_atr_period"": 13, ""xrp_bb_period"": 23, ""xrp_bb_std"": 1.379, ""xrp_rsi_overbought"": 62, ""xrp_rsi_oversold"": 44, ""xrp_rsi_period"": 15, ""atr_stoploss_multiplier"": 1.244, ""rsi_exit"": 57, ""rsi_exit_short"": 45, ""xrp_atr_stoploss_multiplier"": 1.295, ""xrp_rsi_exit"": 58, ""xrp_rsi_exit_short"": 30}, ""minimal_roi"": {""0"": 0.571, ""163"": 0.202, ""635"": 0.083, ""1459"": 0}, ""stoploss"": -0.3, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240212-20240512,20240512-20240611,,"{""params"": {""adx_period"": 17, ""adx_regime_threshold"": 35, ""atr_period"": 19, ""bb_period"": 18, ""bb_std"": 1.997, ""rsi_overbought"": 65, ""rsi_oversold"": 29, ""rsi_period"": 19, ""xrp_adx_period"": 19, ""xrp_adx_regime_threshold"": 25, ""xrp_atr_period"": 14, ""xrp_bb_period"": 15, ""xrp_bb_std"": 2.08, ""xrp_rsi_overbought"": 72, ""xrp_rsi_oversold"": 27, ""xrp_rsi_period"": 14, ""atr_stoploss_multiplier"": 1.613, ""rsi_exit"": 64, ""rsi_exit_short"": 36, ""xrp_atr_stoploss_multiplier"": 1.912, ""xrp_rsi_exit"": 67, ""xrp_rsi_exit_short"": 35}, ""minimal_roi"": {""0"": 0.259, ""225"": 0.139, ""383"": 0.027, ""1546"": 0}, ""stoploss"": -0.214, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240313-20240611,20240611-20240711,0.87,"{""params"": {""adx_period"": 12, ""adx_regime_threshold"": 28, ""atr_period"": 18, ""bb_period"": 23, ""bb_std"": 1.63, ""rsi_overbought"": 62, ""rsi_oversold"": 27, ""rsi_period"": 12, ""xrp_adx_period"": 16, ""xrp_adx_regime_threshold"": 35, ""xrp_atr_period"": 16, ""xrp_bb_period"": 15, ""xrp_bb_std"": 1.307, ""xrp_rsi_overbought"": 63, ""xrp_rsi_oversold"": 38, ""xrp_rsi_period"": 13, ""atr_stoploss_multiplier"": 2.737, ""rsi_exit"": 60, ""rsi_exit_short"": 41, ""xrp_atr_stoploss_multiplier"": 1.689, ""xrp_rsi_exit"": 61, ""xrp_rsi_exit_short"": 40}, ""minimal_roi"": {""0"": 0.484, ""456"": 0.236, ""827"": 0.084, ""1107"": 0}, ""stoploss"": -0.071, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240412-20240711,20240711-20240810,1.43,"{""params"": {""adx_period"": 13, ""adx_regime_threshold"": 33, ""atr_period"": 11, ""bb_period"": 20, ""bb_std"": 1.495, ""rsi_overbought"": 61, ""rsi_oversold"": 28, ""rsi_period"": 17, ""xrp_adx_period"": 13, ""xrp_adx_regime_threshold"": 28, ""xrp_atr_period"": 15, ""xrp_bb_period"": 18, ""xrp_bb_std"": 1.866, ""xrp_rsi_overbought"": 75, ""xrp_rsi_oversold"": 45, ""xrp_rsi_period"": 10, ""atr_stoploss_multiplier"": 2.315, ""rsi_exit"": 57, ""rsi_exit_short"": 37, ""xrp_atr_stoploss_multiplier"": 1.469, ""xrp_rsi_exit"": 68, ""xrp_rsi_exit_short"": 44}, ""minimal_roi"": {""0"": 0.587, ""226"": 0.166, ""837"": 0.055, ""1780"": 0}, ""stoploss"": -0.329, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240512-20240810,20240810-20240909,,"{""params"": {""adx_period"": 16, ""adx_regime_threshold"": 29, ""atr_period"": 19, ""bb_period"": 16, ""bb_std"": 2.273, ""rsi_overbought"": 63, ""rsi_oversold"": 26, ""rsi_period"": 17, ""xrp_adx_period"": 13, ""xrp_adx_regime_threshold"": 19, ""xrp_atr_period"": 20, ""xrp_bb_period"": 18, ""xrp_bb_std"": 1.991, ""xrp_rsi_overbought"": 75, ""xrp_rsi_oversold"": 27, ""xrp_rsi_period"": 16, ""atr_stoploss_multiplier"": 2.938, ""rsi_exit"": 61, ""rsi_exit_short"": 32, ""xrp_atr_stoploss_multiplier"": 2.724, ""xrp_rsi_exit"": 57, ""xrp_rsi_exit_short"": 32}, ""minimal_roi"": {""0"": 0.254, ""480"": 0.166, ""882"": 0.058, ""2301"": 0}, ""stoploss"": -0.337, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240611-20240909,20240909-20241009,4.31,"{""params"": {""adx_period"": 20, ""adx_regime_threshold"": 26, ""atr_period"": 20, ""bb_period"": 17, ""bb_std"": 1.677, ""rsi_overbought"": 55, ""rsi_oversold"": 37, ""rsi_period"": 13, ""xrp_adx_period"": 17, ""xrp_adx_regime_threshold"": 24, ""xrp_atr_period"": 14, ""xrp_bb_period"": 23, ""xrp_bb_std"": 1.543, ""xrp_rsi_overbought"": 61, ""xrp_rsi_oversold"": 37, ""xrp_rsi_period"": 16, ""atr_stoploss_multiplier"": 1.364, ""rsi_exit"": 69, ""rsi_exit_short"": 45, ""xrp_atr_stoploss_multiplier"": 2.381, ""xrp_rsi_exit"": 67, ""xrp_rsi_exit_short"": 39}, ""minimal_roi"": {""0"": 0.198, ""430"": 0.058, ""1062"": 0.034, ""1998"": 0}, ""stoploss"": -0.128, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240711-20241009,20241009-20241108,,"{""params"": {""adx_period"": 14, ""adx_regime_threshold"": 25, ""atr_period"": 11, ""bb_period"": 17, ""bb_std"": 2.314, ""rsi_overbought"": 73, ""rsi_oversold"": 26, ""rsi_period"": 12, ""xrp_adx_period"": 19, ""xrp_adx_regime_threshold"": 34, ""xrp_atr_period"": 17, ""xrp_bb_period"": 25, ""xrp_bb_std"": 1.815, ""xrp_rsi_overbought"": 61, ""xrp_rsi_oversold"": 30, ""xrp_rsi_period"": 17, ""atr_stoploss_multiplier"": 2.829, ""rsi_exit"": 67, ""rsi_exit_short"": 43, ""xrp_atr_stoploss_multiplier"": 2.697, ""xrp_rsi_exit"": 57, ""xrp_rsi_exit_short"": 38}, ""minimal_roi"": {""0"": 0.281, ""269"": 0.106, ""941"": 0.047, ""2217"": 0}, ""stoploss"": -0.155, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240810-20241108,20241108-20241208,,"{""params"": {""adx_period"": 20, ""adx_regime_threshold"": 33, ""atr_period"": 10, ""bb_period"": 19, ""bb_std"": 2.675, ""rsi_overbought"": 62, ""rsi_oversold"": 27, ""rsi_period"": 14, ""xrp_adx_period"": 15, ""xrp_adx_regime_threshold"": 35, ""xrp_atr_period"": 13, ""xrp_bb_period"": 22, ""xrp_bb_std"": 2.313, ""xrp_rsi_overbought"": 71, ""xrp_rsi_oversold"": 34, ""xrp_rsi_period"": 20, ""atr_stoploss_multiplier"": 1.765, ""rsi_exit"": 69, ""rsi_exit_short"": 32, ""xrp_atr_stoploss_multiplier"": 2.073, ""xrp_rsi_exit"": 59, ""xrp_rsi_exit_short"": 37}, ""minimal_roi"": {""0"": 0.475, ""219"": 0.072, ""802"": 0.027, ""1144"": 0}, ""stoploss"": -0.314, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240909-20241208,20241208-20250107,0.8,"{""params"": {""adx_period"": 19, ""adx_regime_threshold"": 34, ""atr_period"": 18, ""bb_period"": 19, ""bb_std"": 2.935, ""rsi_overbought"": 55, ""rsi_oversold"": 45, ""rsi_period"": 10, ""xrp_adx_period"": 15, ""xrp_adx_regime_threshold"": 27, ""xrp_atr_period"": 18, ""xrp_bb_period"": 25, ""xrp_bb_std"": 1.403, ""xrp_rsi_overbought"": 68, ""xrp_rsi_oversold"": 36, ""xrp_rsi_period"": 13, ""atr_stoploss_multiplier"": 1.798, ""rsi_exit"": 63, ""rsi_exit_short"": 44, ""xrp_atr_stoploss_multiplier"": 2.619, ""xrp_rsi_exit"": 68, ""xrp_rsi_exit_short"": 44}, ""minimal_roi"": {""0"": 0.539, ""273"": 0.207, ""394"": 0.058, ""788"": 0}, ""stoploss"": -0.331, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20241009-20250107,20250107-20250206,,"{""params"": {""adx_period"": 17, ""adx_regime_threshold"": 33, ""atr_period"": 18, ""bb_period"": 19, ""bb_std"": 2.472, ""rsi_overbought"": 74, ""rsi_oversold"": 28, ""rsi_period"": 13, ""xrp_adx_period"": 20, ""xrp_adx_regime_threshold"": 18, ""xrp_atr_period"": 10, ""xrp_bb_period"": 22, ""xrp_bb_std"": 2.846, ""xrp_rsi_overbought"": 62, ""xrp_rsi_oversold"": 25, ""xrp_rsi_period"": 20, ""atr_stoploss_multiplier"": 1.34, ""rsi_exit"": 55, ""rsi_exit_short"": 40, ""xrp_atr_stoploss_multiplier"": 1.658, ""xrp_rsi_exit"": 58, ""xrp_rsi_exit_short"": 40}, ""minimal_roi"": {""0"": 0.556, ""252"": 0.164, ""381"": 0.07, ""840"": 0}, ""stoploss"": -0.094, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20241108-20250206,20250206-20250308,,"{""params"": {""adx_period"": 18, ""adx_regime_threshold"": 25, ""atr_period"": 18, ""bb_period"": 18, ""bb_std"": 2.084, ""rsi_overbought"": 66, ""rsi_oversold"": 37, ""rsi_period"": 17, ""xrp_adx_period"": 15, ""xrp_adx_regime_threshold"": 32, ""xrp_atr_period"": 12, ""xrp_bb_period"": 18, ""xrp_bb_std"": 2.734, ""xrp_rsi_overbought"": 70, ""xrp_rsi_oversold"": 43, ""xrp_rsi_period"": 12, ""atr_stoploss_multiplier"": 2.039, ""rsi_exit"": 65, ""rsi_exit_short"": 40, ""xrp_atr_stoploss_multiplier"": 2.855, ""xrp_rsi_exit"": 62, ""xrp_rsi_exit_short"": 30}, ""minimal_roi"": {""0"": 0.48, ""138"": 0.053, ""496"": 0.023, ""1816"": 0}, ""stoploss"": -0.156, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20241208-20250308,20250308-20250407,0.11,"{""params"": {""adx_period"": 15, ""adx_regime_threshold"": 28, ""atr_period"": 17, ""bb_period"": 19, ""bb_std"": 2.658, ""rsi_overbought"": 60, ""rsi_oversold"": 31, ""rsi_period"": 10, ""xrp_adx_period"": 16, ""xrp_adx_regime_threshold"": 22, ""xrp_atr_period"": 20, ""xrp_bb_period"": 25, ""xrp_bb_std"": 2.471, ""xrp_rsi_overbought"": 57, ""xrp_rsi_oversold"": 29, ""xrp_rsi_period"": 16, ""atr_stoploss_multiplier"": 2.263, ""rsi_exit"": 68, ""rsi_exit_short"": 33, ""xrp_atr_stoploss_multiplier"": 1.332, ""xrp_rsi_exit"": 61, ""xrp_rsi_exit_short"": 35}, ""minimal_roi"": {""0"": 0.316, ""452"": 0.243, ""877"": 0.091, ""1877"": 0}, ""stoploss"": -0.303, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250107-20250407,20250407-20250507,,"{""params"": {""adx_period"": 10, ""adx_regime_threshold"": 24, ""atr_period"": 12, ""bb_period"": 25, ""bb_std"": 2.262, ""rsi_overbought"": 67, ""rsi_oversold"": 28, ""rsi_period"": 12, ""xrp_adx_period"": 11, ""xrp_adx_regime_threshold"": 34, ""xrp_atr_period"": 19, ""xrp_bb_period"": 18, ""xrp_bb_std"": 2.664, ""xrp_rsi_overbought"": 60, ""xrp_rsi_oversold"": 41, ""xrp_rsi_period"": 11, ""atr_stoploss_multiplier"": 1.63, ""rsi_exit"": 58, ""rsi_exit_short"": 34, ""xrp_atr_stoploss_multiplier"": 1.848, ""xrp_rsi_exit"": 68, ""xrp_rsi_exit_short"": 39}, ""minimal_roi"": {""0"": 0.568, ""316"": 0.177, ""986"": 0.066, ""2306"": 0}, ""stoploss"": -0.211, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250206-20250507,20250507-20250606,,"{""params"": {""adx_period"": 18, ""adx_regime_threshold"": 34, ""atr_period"": 10, ""bb_period"": 24, ""bb_std"": 2.643, ""rsi_overbought"": 62, ""rsi_oversold"": 25, ""rsi_period"": 11, ""xrp_adx_period"": 16, ""xrp_adx_regime_threshold"": 18, ""xrp_atr_period"": 17, ""xrp_bb_period"": 16, ""xrp_bb_std"": 2.102, ""xrp_rsi_overbought"": 59, ""xrp_rsi_oversold"": 36, ""xrp_rsi_period"": 19, ""atr_stoploss_multiplier"": 2.386, ""rsi_exit"": 64, ""rsi_exit_short"": 30, ""xrp_atr_stoploss_multiplier"": 2.845, ""xrp_rsi_exit"": 60, ""xrp_rsi_exit_short"": 38}, ""minimal_roi"": {""0"": 0.591, ""234"": 0.21, ""657"": 0.079, ""1357"": 0}, ""stoploss"": -0.03, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250308-20250606,20250606-20250706,,"{""params"": {""adx_period"": 11, ""adx_regime_threshold"": 35, ""atr_period"": 12, ""bb_period"": 22, ""bb_std"": 2.959, ""rsi_overbought"": 74, ""rsi_oversold"": 38, ""rsi_period"": 17, ""xrp_adx_period"": 12, ""xrp_adx_regime_threshold"": 23, ""xrp_atr_period"": 10, ""xrp_bb_period"": 22, ""xrp_bb_std"": 2.388, ""xrp_rsi_overbought"": 59, ""xrp_rsi_oversold"": 36, ""xrp_rsi_period"": 16, ""atr_stoploss_multiplier"": 2.089, ""rsi_exit"": 61, ""rsi_exit_short"": 42, ""xrp_atr_stoploss_multiplier"": 2.196, ""xrp_rsi_exit"": 55, ""xrp_rsi_exit_short"": 37}, ""minimal_roi"": {""0"": 0.406, ""424"": 0.075, ""849"": 0.038, ""1158"": 0}, ""stoploss"": -0.278, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250407-20250706,20250706-20250805,1.75,"{""params"": {""adx_period"": 14, ""adx_regime_threshold"": 22, ""atr_period"": 20, ""bb_period"": 19, ""bb_std"": 1.447, ""rsi_overbought"": 72, ""rsi_oversold"": 44, ""rsi_period"": 20, ""xrp_adx_period"": 15, ""xrp_adx_regime_threshold"": 29, ""xrp_atr_period"": 10, ""xrp_bb_period"": 18, ""xrp_bb_std"": 2.568, ""xrp_rsi_overbought"": 71, ""xrp_rsi_oversold"": 29, ""xrp_rsi_period"": 10, ""atr_stoploss_multiplier"": 2.35, ""rsi_exit"": 62, ""rsi_exit_short"": 42, ""xrp_atr_stoploss_multiplier"": 1.956, ""xrp_rsi_exit"": 65, ""xrp_rsi_exit_short"": 43}, ""minimal_roi"": {""0"": 0.279, ""235"": 0.099, ""595"": 0.066, ""1150"": 0}, ""stoploss"": -0.24, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250507-20250805,20250805-20250904,,"{""params"": {""adx_period"": 17, ""adx_regime_threshold"": 28, ""atr_period"": 10, ""bb_period"": 22, ""bb_std"": 2.675, ""rsi_overbought"": 71, ""rsi_oversold"": 42, ""rsi_period"": 13, ""xrp_adx_period"": 15, ""xrp_adx_regime_threshold"": 31, ""xrp_atr_period"": 15, ""xrp_bb_period"": 24, ""xrp_bb_std"": 1.331, ""xrp_rsi_overbought"": 74, ""xrp_rsi_oversold"": 32, ""xrp_rsi_period"": 15, ""atr_stoploss_multiplier"": 2.962, ""rsi_exit"": 64, ""rsi_exit_short"": 31, ""xrp_atr_stoploss_multiplier"": 2.714, ""xrp_rsi_exit"": 57, ""xrp_rsi_exit_short"": 31}, ""minimal_roi"": {""0"": 0.376, ""242"": 0.173, ""453"": 0.092, ""1774"": 0}, ""stoploss"": -0.338, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250606-20250904,20250904-20251004,0.68,"{""params"": {""adx_period"": 19, ""adx_regime_threshold"": 24, ""atr_period"": 19, ""bb_period"": 23, ""bb_std"": 1.52, ""rsi_overbought"": 71, ""rsi_oversold"": 35, ""rsi_period"": 19, ""xrp_adx_period"": 15, ""xrp_adx_regime_threshold"": 21, ""xrp_atr_period"": 15, ""xrp_bb_period"": 15, ""xrp_bb_std"": 2.415, ""xrp_rsi_overbought"": 60, ""xrp_rsi_oversold"": 35, ""xrp_rsi_period"": 10, ""atr_stoploss_multiplier"": 1.303, ""rsi_exit"": 63, ""rsi_exit_short"": 31, ""xrp_atr_stoploss_multiplier"": 2.203, ""xrp_rsi_exit"": 67, ""xrp_rsi_exit_short"": 41}, ""minimal_roi"": {""0"": 0.404, ""331"": 0.083, ""664"": 0.06, ""1423"": 0}, ""stoploss"": -0.195, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250706-20251004,20251004-20251103,2.23,"{""params"": {""adx_period"": 19, ""adx_regime_threshold"": 19, ""atr_period"": 14, ""bb_period"": 22, ""bb_std"": 2.409, ""rsi_overbought"": 59, ""rsi_oversold"": 36, ""rsi_period"": 16, ""xrp_adx_period"": 10, ""xrp_adx_regime_threshold"": 24, ""xrp_atr_period"": 14, ""xrp_bb_period"": 25, ""xrp_bb_std"": 2.628, ""xrp_rsi_overbought"": 65, ""xrp_rsi_oversold"": 28, ""xrp_rsi_period"": 12, ""atr_stoploss_multiplier"": 2.26, ""rsi_exit"": 64, ""rsi_exit_short"": 33, ""xrp_atr_stoploss_multiplier"": 1.972, ""xrp_rsi_exit"": 57, ""xrp_rsi_exit_short"": 40}, ""minimal_roi"": {""0"": 0.512, ""228"": 0.164, ""942"": 0.063, ""1248"": 0}, ""stoploss"": -0.167, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
