train_range,test_range,test_total_profit_pct,best_params
20230617-20230915,20230915-20231015,0.76,"{""params"": {""adx_period"": 17, ""adx_regime_threshold"": 22, ""atr_period"": 18, ""bb_period"": 24, ""bb_std"": 2.897, ""rsi_overbought"": 72, ""rsi_oversold"": 33, ""rsi_period"": 18, ""xrp_adx_period"": 13, ""xrp_adx_regime_threshold"": 19, ""xrp_atr_period"": 13, ""xrp_bb_period"": 17, ""xrp_bb_std"": 1.243, ""xrp_rsi_overbought"": 60, ""xrp_rsi_oversold"": 42, ""xrp_rsi_period"": 18, ""atr_stoploss_multiplier"": 2.965, ""rsi_exit"": 58, ""rsi_exit_short"": 40, ""xrp_atr_stoploss_multiplier"": 2.721, ""xrp_rsi_exit"": 56, ""xrp_rsi_exit_short"": 31}, ""minimal_roi"": {""0"": 0.213, ""166"": 0.099, ""582"": 0.046, ""1412"": 0}, ""stoploss"": -0.267, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20230717-20231015,20231015-20231114,0.41,"{""params"": {""adx_period"": 15, ""adx_regime_threshold"": 18, ""atr_period"": 16, ""bb_period"": 23, ""bb_std"": 2.312, ""rsi_overbought"": 56, ""rsi_oversold"": 30, ""rsi_period"": 19, ""xrp_adx_period"": 17, ""xrp_adx_regime_threshold"": 27, ""xrp_atr_period"": 10, ""xrp_bb_period"": 23, ""xrp_bb_std"": 2.216, ""xrp_rsi_overbought"": 67, ""xrp_rsi_oversold"": 34, ""xrp_rsi_period"": 19, ""atr_stoploss_multiplier"": 2.198, ""rsi_exit"": 70, ""rsi_exit_short"": 36, ""xrp_atr_stoploss_multiplier"": 2.27, ""xrp_rsi_exit"": 69, ""xrp_rsi_exit_short"": 34}, ""minimal_roi"": {""0"": 0.587, ""305"": 0.193, ""462"": 0.072, ""723"": 0}, ""stoploss"": -0.189, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20230816-20231114,20231114-20231214,3.12,"{""params"": {""adx_period"": 13, ""adx_regime_threshold"": 18, ""atr_period"": 16, ""bb_period"": 25, ""bb_std"": 2.671, ""rsi_overbought"": 62, ""rsi_oversold"": 25, ""rsi_period"": 12, ""xrp_adx_period"": 14, ""xrp_adx_regime_threshold"": 21, ""xrp_atr_period"": 15, ""xrp_bb_period"": 15, ""xrp_bb_std"": 2.034, ""xrp_rsi_overbought"": 56, ""xrp_rsi_oversold"": 26, ""xrp_rsi_period"": 18, ""atr_stoploss_multiplier"": 1.54, ""rsi_exit"": 56, ""rsi_exit_short"": 37, ""xrp_atr_stoploss_multiplier"": 2.562, ""xrp_rsi_exit"": 65, ""xrp_rsi_exit_short"": 40}, ""minimal_roi"": {""0"": 0.492, ""206"": 0.122, ""648"": 0.046, ""2012"": 0}, ""stoploss"": -0.2, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20230915-20231214,20231214-20240113,2.33,"{""params"": {""adx_period"": 11, ""adx_regime_threshold"": 20, ""atr_period"": 15, ""bb_period"": 16, ""bb_std"": 1.903, ""rsi_overbought"": 73, ""rsi_oversold"": 42, ""rsi_period"": 11, ""xrp_adx_period"": 18, ""xrp_adx_regime_threshold"": 32, ""xrp_atr_period"": 19, ""xrp_bb_period"": 16, ""xrp_bb_std"": 2.776, ""xrp_rsi_overbought"": 61, ""xrp_rsi_oversold"": 45, ""xrp_rsi_period"": 12, ""atr_stoploss_multiplier"": 2.377, ""rsi_exit"": 68, ""rsi_exit_short"": 34, ""xrp_atr_stoploss_multiplier"": 2.073, ""xrp_rsi_exit"": 61, ""xrp_rsi_exit_short"": 40}, ""minimal_roi"": {""0"": 0.32, ""439"": 0.093, ""1044"": 0.026, ""1340"": 0}, ""stoploss"": -0.124, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20231015-20240113,20240113-20240212,3.39,"{""params"": {""adx_period"": 10, ""adx_regime_threshold"": 29, ""atr_period"": 16, ""bb_period"": 16, ""bb_std"": 2.657, ""rsi_overbought"": 64, ""rsi_oversold"": 35, ""rsi_period"": 14, ""xrp_adx_period"": 14, ""xrp_adx_regime_threshold"": 31, ""xrp_atr_period"": 17, ""xrp_bb_period"": 20, ""xrp_bb_std"": 2.318, ""xrp_rsi_overbought"": 74, ""xrp_rsi_oversold"": 45, ""xrp_rsi_period"": 11, ""atr_stoploss_multiplier"": 1.738, ""rsi_exit"": 65, ""rsi_exit_short"": 41, ""xrp_atr_stoploss_multiplier"": 2.864, ""xrp_rsi_exit"": 55, ""xrp_rsi_exit_short"": 37}, ""minimal_roi"": {""0"": 0.219, ""354"": 0.157, ""749"": 0.069, ""1651"": 0}, ""stoploss"": -0.039, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20231114-20240212,20240212-20240313,1.25,"{""params"": {""adx_period"": 17, ""adx_regime_threshold"": 25, ""atr_period"": 14, ""bb_period"": 24, ""bb_std"": 2.56, ""rsi_overbought"": 61, ""rsi_oversold"": 27, ""rsi_period"": 14, ""xrp_adx_period"": 10, ""xrp_adx_regime_threshold"": 22, ""xrp_atr_period"": 13, ""xrp_bb_period"": 15, ""xrp_bb_std"": 2.491, ""xrp_rsi_overbought"": 55, ""xrp_rsi_oversold"": 32, ""xrp_rsi_period"": 15, ""atr_stoploss_multiplier"": 1.478, ""rsi_exit"": 58, ""rsi_exit_short"": 43, ""xrp_atr_stoploss_multiplier"": 1.593, ""xrp_rsi_exit"": 56, ""xrp_rsi_exit_short"": 34}, ""minimal_roi"": {""0"": 0.43, ""337"": 0.163, ""460"": 0.061, ""1716"": 0}, ""stoploss"": -0.252, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20231214-20240313,20240313-20240412,0.45,"{""params"": {""adx_period"": 20, ""adx_regime_threshold"": 26, ""atr_period"": 18, ""bb_period"": 20, ""bb_std"": 2.054, ""rsi_overbought"": 56, ""rsi_oversold"": 38, ""rsi_period"": 17, ""xrp_adx_period"": 15, ""xrp_adx_regime_threshold"": 34, ""xrp_atr_period"": 11, ""xrp_bb_period"": 15, ""xrp_bb_std"": 1.219, ""xrp_rsi_overbought"": 72, ""xrp_rsi_oversold"": 29, ""xrp_rsi_period"": 13, ""atr_stoploss_multiplier"": 2.448, ""rsi_exit"": 59, ""rsi_exit_short"": 43, ""xrp_atr_stoploss_multiplier"": 1.891, ""xrp_rsi_exit"": 67, ""xrp_rsi_exit_short"": 38}, ""minimal_roi"": {""0"": 0.295, ""346"": 0.138, ""517"": 0.038, ""1037"": 0}, ""stoploss"": -0.2, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240113-20240412,20240412-20240512,2.27,"{""params"": {""adx_period"": 14, ""adx_regime_threshold"": 19, ""atr_period"": 20, ""bb_period"": 21, ""bb_std"": 1.447, ""rsi_overbought"": 57, ""rsi_oversold"": 35, ""rsi_period"": 17, ""xrp_adx_period"": 11, ""xrp_adx_regime_threshold"": 25, ""xrp_atr_period"": 16, ""xrp_bb_period"": 15, ""xrp_bb_std"": 2.383, ""xrp_rsi_overbought"": 71, ""xrp_rsi_oversold"": 31, ""xrp_rsi_period"": 14, ""atr_stoploss_multiplier"": 2.875, ""rsi_exit"": 62, ""rsi_exit_short"": 34, ""xrp_atr_stoploss_multiplier"": 2.836, ""xrp_rsi_exit"": 58, ""xrp_rsi_exit_short"": 30}, ""minimal_roi"": {""0"": 0.265, ""427"": 0.184, ""766"": 0.056, ""1311"": 0}, ""stoploss"": -0.26, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240212-20240512,20240512-20240611,0.58,"{""params"": {""adx_period"": 16, ""adx_regime_threshold"": 29, ""atr_period"": 18, ""bb_period"": 22, ""bb_std"": 2.493, ""rsi_overbought"": 69, ""rsi_oversold"": 27, ""rsi_period"": 16, ""xrp_adx_period"": 18, ""xrp_adx_regime_threshold"": 19, ""xrp_atr_period"": 17, ""xrp_bb_period"": 21, ""xrp_bb_std"": 2.692, ""xrp_rsi_overbought"": 60, ""xrp_rsi_oversold"": 29, ""xrp_rsi_period"": 10, ""atr_stoploss_multiplier"": 2.165, ""rsi_exit"": 68, ""rsi_exit_short"": 38, ""xrp_atr_stoploss_multiplier"": 2.222, ""xrp_rsi_exit"": 69, ""xrp_rsi_exit_short"": 43}, ""minimal_roi"": {""0"": 0.172, ""319"": 0.107, ""776"": 0.082, ""1169"": 0}, ""stoploss"": -0.097, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240313-20240611,20240611-20240711,8.15,"{""params"": {""adx_period"": 16, ""adx_regime_threshold"": 29, ""atr_period"": 13, ""bb_period"": 22, ""bb_std"": 1.554, ""rsi_overbought"": 56, ""rsi_oversold"": 27, ""rsi_period"": 11, ""xrp_adx_period"": 15, ""xrp_adx_regime_threshold"": 30, ""xrp_atr_period"": 14, ""xrp_bb_period"": 21, ""xrp_bb_std"": 1.488, ""xrp_rsi_overbought"": 74, ""xrp_rsi_oversold"": 34, ""xrp_rsi_period"": 10, ""atr_stoploss_multiplier"": 1.259, ""rsi_exit"": 62, ""rsi_exit_short"": 41, ""xrp_atr_stoploss_multiplier"": 1.644, ""xrp_rsi_exit"": 61, ""xrp_rsi_exit_short"": 32}, ""minimal_roi"": {""0"": 0.364, ""300"": 0.21, ""537"": 0.085, ""1715"": 0}, ""stoploss"": -0.327, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240412-20240711,20240711-20240810,1.21,"{""params"": {""adx_period"": 17, ""adx_regime_threshold"": 26, ""atr_period"": 17, ""bb_period"": 21, ""bb_std"": 2.257, ""rsi_overbought"": 61, ""rsi_oversold"": 30, ""rsi_period"": 18, ""xrp_adx_period"": 18, ""xrp_adx_regime_threshold"": 32, ""xrp_atr_period"": 12, ""xrp_bb_period"": 23, ""xrp_bb_std"": 2.887, ""xrp_rsi_overbought"": 58, ""xrp_rsi_oversold"": 35, ""xrp_rsi_period"": 10, ""atr_stoploss_multiplier"": 2.997, ""rsi_exit"": 56, ""rsi_exit_short"": 45, ""xrp_atr_stoploss_multiplier"": 1.3, ""xrp_rsi_exit"": 56, ""xrp_rsi_exit_short"": 36}, ""minimal_roi"": {""0"": 0.425, ""469"": 0.155, ""753"": 0.068, ""1906"": 0}, ""stoploss"": -0.058, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240512-20240810,20240810-20240909,3.23,"{""params"": {""adx_period"": 13, ""adx_regime_threshold"": 19, ""atr_period"": 20, ""bb_period"": 15, ""bb_std"": 2.916, ""rsi_overbought"": 74, ""rsi_oversold"": 30, ""rsi_period"": 12, ""xrp_adx_period"": 19, ""xrp_adx_regime_threshold"": 20, ""xrp_atr_period"": 20, ""xrp_bb_period"": 20, ""xrp_bb_std"": 1.351, ""xrp_rsi_overbought"": 74, ""xrp_rsi_oversold"": 42, ""xrp_rsi_period"": 18, ""atr_stoploss_multiplier"": 1.887, ""rsi_exit"": 67, ""rsi_exit_short"": 45, ""xrp_atr_stoploss_multiplier"": 1.216, ""xrp_rsi_exit"": 56, ""xrp_rsi_exit_short"": 45}, ""minimal_roi"": {""0"": 0.313, ""161"": 0.127, ""509"": 0.023, ""1625"": 0}, ""stoploss"": -0.211, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240611-20240909,20240909-20241009,1.79,"{""params"": {""adx_period"": 15, ""adx_regime_threshold"": 21, ""atr_period"": 10, ""bb_period"": 22, ""bb_std"": 2.226, ""rsi_overbought"": 75, ""rsi_oversold"": 29, ""rsi_period"": 16, ""xrp_adx_period"": 20, ""xrp_adx_regime_threshold"": 21, ""xrp_atr_period"": 19, ""xrp_bb_period"": 23, ""xrp_bb_std"": 2.218, ""xrp_rsi_overbought"": 55, ""xrp_rsi_oversold"": 45, ""xrp_rsi_period"": 19, ""atr_stoploss_multiplier"": 2.383, ""rsi_exit"": 69, ""rsi_exit_short"": 32, ""xrp_atr_stoploss_multiplier"": 1.714, ""xrp_rsi_exit"": 64, ""xrp_rsi_exit_short"": 44}, ""minimal_roi"": {""0"": 0.518, ""377"": 0.14, ""950"": 0.058, ""1591"": 0}, ""stoploss"": -0.214, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240711-20241009,20241009-20241108,0.42,"{""params"": {""adx_period"": 11, ""adx_regime_threshold"": 20, ""atr_period"": 14, ""bb_period"": 15, ""bb_std"": 1.729, ""rsi_overbought"": 60, ""rsi_oversold"": 27, ""rsi_period"": 13, ""xrp_adx_period"": 18, ""xrp_adx_regime_threshold"": 24, ""xrp_atr_period"": 12, ""xrp_bb_period"": 22, ""xrp_bb_std"": 2.661, ""xrp_rsi_overbought"": 67, ""xrp_rsi_oversold"": 32, ""xrp_rsi_period"": 16, ""atr_stoploss_multiplier"": 1.628, ""rsi_exit"": 69, ""rsi_exit_short"": 42, ""xrp_atr_stoploss_multiplier"": 1.583, ""xrp_rsi_exit"": 67, ""xrp_rsi_exit_short"": 37}, ""minimal_roi"": {""0"": 0.219, ""383"": 0.168, ""1007"": 0.037, ""1239"": 0}, ""stoploss"": -0.114, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240810-20241108,20241108-20241208,,"{""params"": {""adx_period"": 14, ""adx_regime_threshold"": 26, ""atr_period"": 14, ""bb_period"": 25, ""bb_std"": 2.549, ""rsi_overbought"": 59, ""rsi_oversold"": 25, ""rsi_period"": 15, ""xrp_adx_period"": 11, ""xrp_adx_regime_threshold"": 21, ""xrp_atr_period"": 15, ""xrp_bb_period"": 16, ""xrp_bb_std"": 1.877, ""xrp_rsi_overbought"": 63, ""xrp_rsi_oversold"": 34, ""xrp_rsi_period"": 18, ""atr_stoploss_multiplier"": 1.319, ""rsi_exit"": 61, ""rsi_exit_short"": 31, ""xrp_atr_stoploss_multiplier"": 2.163, ""xrp_rsi_exit"": 65, ""xrp_rsi_exit_short"": 33}, ""minimal_roi"": {""0"": 0.353, ""256"": 0.194, ""890"": 0.089, ""1547"": 0}, ""stoploss"": -0.247, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20240909-20241208,20241208-20250107,0.39,"{""params"": {""adx_period"": 17, ""adx_regime_threshold"": 33, ""atr_period"": 19, ""bb_period"": 16, ""bb_std"": 2.475, ""rsi_overbought"": 73, ""rsi_oversold"": 42, ""rsi_period"": 17, ""xrp_adx_period"": 12, ""xrp_adx_regime_threshold"": 18, ""xrp_atr_period"": 13, ""xrp_bb_period"": 16, ""xrp_bb_std"": 1.821, ""xrp_rsi_overbought"": 66, ""xrp_rsi_oversold"": 35, ""xrp_rsi_period"": 10, ""atr_stoploss_multiplier"": 1.285, ""rsi_exit"": 57, ""rsi_exit_short"": 39, ""xrp_atr_stoploss_multiplier"": 1.223, ""xrp_rsi_exit"": 56, ""xrp_rsi_exit_short"": 40}, ""minimal_roi"": {""0"": 0.169, ""455"": 0.097, ""1025"": 0.023, ""2334"": 0}, ""stoploss"": -0.348, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20241009-20250107,20250107-20250206,,"{""params"": {""adx_period"": 10, ""adx_regime_threshold"": 20, ""atr_period"": 10, ""bb_period"": 24, ""bb_std"": 2.301, ""rsi_overbought"": 68, ""rsi_oversold"": 36, ""rsi_period"": 17, ""xrp_adx_period"": 11, ""xrp_adx_regime_threshold"": 20, ""xrp_atr_period"": 13, ""xrp_bb_period"": 23, ""xrp_bb_std"": 2.877, ""xrp_rsi_overbought"": 71, ""xrp_rsi_oversold"": 25, ""xrp_rsi_period"": 10, ""atr_stoploss_multiplier"": 1.45, ""rsi_exit"": 55, ""rsi_exit_short"": 40, ""xrp_atr_stoploss_multiplier"": 2.64, ""xrp_rsi_exit"": 56, ""xrp_rsi_exit_short"": 33}, ""minimal_roi"": {""0"": 0.453, ""211"": 0.104, ""456"": 0.045, ""1685"": 0}, ""stoploss"": -0.118, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20241108-20250206,20250206-20250308,0.5,"{""params"": {""adx_period"": 13, ""adx_regime_threshold"": 25, ""atr_period"": 17, ""bb_period"": 25, ""bb_std"": 1.597, ""rsi_overbought"": 66, ""rsi_oversold"": 35, ""rsi_period"": 19, ""xrp_adx_period"": 13, ""xrp_adx_regime_threshold"": 22, ""xrp_atr_period"": 13, ""xrp_bb_period"": 20, ""xrp_bb_std"": 2.039, ""xrp_rsi_overbought"": 58, ""xrp_rsi_oversold"": 41, ""xrp_rsi_period"": 19, ""atr_stoploss_multiplier"": 2.297, ""rsi_exit"": 65, ""rsi_exit_short"": 43, ""xrp_atr_stoploss_multiplier"": 1.938, ""xrp_rsi_exit"": 62, ""xrp_rsi_exit_short"": 44}, ""minimal_roi"": {""0"": 0.535, ""291"": 0.085, ""761"": 0.055, ""1015"": 0}, ""stoploss"": -0.318, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20241208-20250308,20250308-20250407,0.48,"{""params"": {""adx_period"": 17, ""adx_regime_threshold"": 24, ""atr_period"": 10, ""bb_period"": 21, ""bb_std"": 2.174, ""rsi_overbought"": 57, ""rsi_oversold"": 33, ""rsi_period"": 17, ""xrp_adx_period"": 19, ""xrp_adx_regime_threshold"": 22, ""xrp_atr_period"": 12, ""xrp_bb_period"": 17, ""xrp_bb_std"": 1.456, ""xrp_rsi_overbought"": 70, ""xrp_rsi_oversold"": 39, ""xrp_rsi_period"": 11, ""atr_stoploss_multiplier"": 2.306, ""rsi_exit"": 62, ""rsi_exit_short"": 42, ""xrp_atr_stoploss_multiplier"": 1.45, ""xrp_rsi_exit"": 61, ""xrp_rsi_exit_short"": 42}, ""minimal_roi"": {""0"": 0.273, ""416"": 0.089, ""1057"": 0.038, ""1783"": 0}, ""stoploss"": -0.319, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250107-20250407,20250407-20250507,,"{""params"": {""adx_period"": 10, ""adx_regime_threshold"": 20, ""atr_period"": 16, ""bb_period"": 24, ""bb_std"": 2.421, ""rsi_overbought"": 73, ""rsi_oversold"": 32, ""rsi_period"": 15, ""xrp_adx_period"": 12, ""xrp_adx_regime_threshold"": 33, ""xrp_atr_period"": 15, ""xrp_bb_period"": 16, ""xrp_bb_std"": 1.494, ""xrp_rsi_overbought"": 68, ""xrp_rsi_oversold"": 28, ""xrp_rsi_period"": 18, ""atr_stoploss_multiplier"": 2.002, ""rsi_exit"": 62, ""rsi_exit_short"": 43, ""xrp_atr_stoploss_multiplier"": 1.335, ""xrp_rsi_exit"": 56, ""xrp_rsi_exit_short"": 41}, ""minimal_roi"": {""0"": 0.362, ""322"": 0.097, ""815"": 0.048, ""1060"": 0}, ""stoploss"": -0.281, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250206-20250507,20250507-20250606,3.93,"{""params"": {""adx_period"": 12, ""adx_regime_threshold"": 33, ""atr_period"": 14, ""bb_period"": 18, ""bb_std"": 2.92, ""rsi_overbought"": 59, ""rsi_oversold"": 33, ""rsi_period"": 19, ""xrp_adx_period"": 20, ""xrp_adx_regime_threshold"": 31, ""xrp_atr_period"": 14, ""xrp_bb_period"": 23, ""xrp_bb_std"": 2.419, ""xrp_rsi_overbought"": 61, ""xrp_rsi_oversold"": 27, ""xrp_rsi_period"": 10, ""atr_stoploss_multiplier"": 1.516, ""rsi_exit"": 70, ""rsi_exit_short"": 33, ""xrp_atr_stoploss_multiplier"": 1.726, ""xrp_rsi_exit"": 56, ""xrp_rsi_exit_short"": 37}, ""minimal_roi"": {""0"": 0.601, ""203"": 0.158, ""533"": 0.092, ""1834"": 0}, ""stoploss"": -0.307, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250308-20250606,20250606-20250706,3.15,"{""params"": {""adx_period"": 13, ""adx_regime_threshold"": 24, ""atr_period"": 20, ""bb_period"": 23, ""bb_std"": 2.448, ""rsi_overbought"": 57, ""rsi_oversold"": 36, ""rsi_period"": 19, ""xrp_adx_period"": 18, ""xrp_adx_regime_threshold"": 23, ""xrp_atr_period"": 17, ""xrp_bb_period"": 21, ""xrp_bb_std"": 1.791, ""xrp_rsi_overbought"": 60, ""xrp_rsi_oversold"": 25, ""xrp_rsi_period"": 12, ""atr_stoploss_multiplier"": 1.573, ""rsi_exit"": 55, ""rsi_exit_short"": 30, ""xrp_atr_stoploss_multiplier"": 1.223, ""xrp_rsi_exit"": 57, ""xrp_rsi_exit_short"": 37}, ""minimal_roi"": {""0"": 0.268, ""460"": 0.068, ""905"": 0.035, ""1744"": 0}, ""stoploss"": -0.118, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250407-20250706,20250706-20250805,10.65,"{""params"": {""adx_period"": 10, ""adx_regime_threshold"": 34, ""atr_period"": 10, ""bb_period"": 21, ""bb_std"": 1.648, ""rsi_overbought"": 55, ""rsi_oversold"": 44, ""rsi_period"": 14, ""xrp_adx_period"": 13, ""xrp_adx_regime_threshold"": 29, ""xrp_atr_period"": 12, ""xrp_bb_period"": 15, ""xrp_bb_std"": 1.93, ""xrp_rsi_overbought"": 64, ""xrp_rsi_oversold"": 29, ""xrp_rsi_period"": 20, ""atr_stoploss_multiplier"": 1.596, ""rsi_exit"": 60, ""rsi_exit_short"": 35, ""xrp_atr_stoploss_multiplier"": 2.584, ""xrp_rsi_exit"": 61, ""xrp_rsi_exit_short"": 33}, ""minimal_roi"": {""0"": 0.384, ""458"": 0.214, ""1130"": 0.072, ""1853"": 0}, ""stoploss"": -0.148, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250507-20250805,20250805-20250904,0.65,"{""params"": {""adx_period"": 13, ""adx_regime_threshold"": 18, ""atr_period"": 15, ""bb_period"": 19, ""bb_std"": 2.714, ""rsi_overbought"": 62, ""rsi_oversold"": 42, ""rsi_period"": 12, ""xrp_adx_period"": 10, ""xrp_adx_regime_threshold"": 24, ""xrp_atr_period"": 20, ""xrp_bb_period"": 21, ""xrp_bb_std"": 1.338, ""xrp_rsi_overbought"": 63, ""xrp_rsi_oversold"": 33, ""xrp_rsi_period"": 15, ""atr_stoploss_multiplier"": 2.149, ""rsi_exit"": 60, ""rsi_exit_short"": 33, ""xrp_atr_stoploss_multiplier"": 1.812, ""xrp_rsi_exit"": 61, ""xrp_rsi_exit_short"": 37}, ""minimal_roi"": {""0"": 0.425, ""413"": 0.136, ""662"": 0.047, ""1314"": 0}, ""stoploss"": -0.327, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250606-20250904,20250904-20251004,3.07,"{""params"": {""adx_period"": 13, ""adx_regime_threshold"": 23, ""atr_period"": 11, ""bb_period"": 25, ""bb_std"": 1.529, ""rsi_overbought"": 55, ""rsi_oversold"": 34, ""rsi_period"": 20, ""xrp_adx_period"": 12, ""xrp_adx_regime_threshold"": 29, ""xrp_atr_period"": 17, ""xrp_bb_period"": 21, ""xrp_bb_std"": 1.833, ""xrp_rsi_overbought"": 71, ""xrp_rsi_oversold"": 36, ""xrp_rsi_period"": 14, ""atr_stoploss_multiplier"": 1.915, ""rsi_exit"": 62, ""rsi_exit_short"": 36, ""xrp_atr_stoploss_multiplier"": 2.435, ""xrp_rsi_exit"": 55, ""xrp_rsi_exit_short"": 40}, ""minimal_roi"": {""0"": 0.492, ""219"": 0.156, ""373"": 0.082, ""977"": 0}, ""stoploss"": -0.325, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
20250706-20251004,20251004-20251103,6.9,"{""params"": {""adx_period"": 14, ""adx_regime_threshold"": 25, ""atr_period"": 14, ""bb_period"": 18, ""bb_std"": 1.538, ""rsi_overbought"": 57, ""rsi_oversold"": 36, ""rsi_period"": 13, ""xrp_adx_period"": 19, ""xrp_adx_regime_threshold"": 27, ""xrp_atr_period"": 13, ""xrp_bb_period"": 25, ""xrp_bb_std"": 2.782, ""xrp_rsi_overbought"": 74, ""xrp_rsi_oversold"": 37, ""xrp_rsi_period"": 11, ""atr_stoploss_multiplier"": 2.899, ""rsi_exit"": 67, ""rsi_exit_short"": 33, ""xrp_atr_stoploss_multiplier"": 2.615, ""xrp_rsi_exit"": 66, ""xrp_rsi_exit_short"": 32}, ""minimal_roi"": {""0"": 0.453, ""146"": 0.079, ""761"": 0.031, ""1636"": 0}, ""stoploss"": -0.231, ""trailing_stop"": false, ""trailing_stop_positive"": null, ""trailing_stop_positive_offset"": 0.0, ""trailing_only_offset_is_reached"": false, ""max_open_trades"": 4}"
