train_range,test_range,test_total_profit_pct,best_params
20230418-20230717,20230717-20230816,2.08,"{""params"": {""adx_period"": 13, ""adx_threshold"": 20, ""atr_period"": 18, ""bb_period"": 20, ""bb_std"": 1.977, ""macd_fast"": 16, ""macd_signal"": 12, ""macd_slow"": 21, ""stoch_d_period"": 5, ""stoch_k_period"": 20, ""stoch_threshold"": 51, ""xrp_adx_period"": 11, ""xrp_adx_threshold"": 22, ""xrp_atr_period"": 15, ""xrp_bb_period"": 15, ""xrp_bb_std"": 1.778, ""xrp_macd_fast"": 8, ""xrp_macd_signal"": 12, ""xrp_macd_slow"": 23, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 19, ""xrp_stoch_threshold"": 46, ""atr_stoploss_multiplier"": 2.612, ""stoch_overbought"": 88, ""stoch_oversold"": 25, ""xrp_atr_stoploss_multiplier"": 1.654, ""xrp_stoch_overbought"": 86, ""xrp_stoch_oversold"": 23}, ""minimal_roi"": {""0"": 0.336, ""364"": 0.129, ""1060"": 0.084, ""2338"": 0}, ""stoploss"": -0.192, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20230518-20230816,20230816-20230915,0.17,"{""params"": {""adx_period"": 15, ""adx_threshold"": 20, ""atr_period"": 11, ""bb_period"": 18, ""bb_std"": 1.681, ""macd_fast"": 15, ""macd_signal"": 9, ""macd_slow"": 29, ""stoch_d_period"": 5, ""stoch_k_period"": 12, ""stoch_threshold"": 47, ""xrp_adx_period"": 20, ""xrp_adx_threshold"": 24, ""xrp_atr_period"": 10, ""xrp_bb_period"": 18, ""xrp_bb_std"": 1.712, ""xrp_macd_fast"": 13, ""xrp_macd_signal"": 7, ""xrp_macd_slow"": 23, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 18, ""xrp_stoch_threshold"": 47, ""atr_stoploss_multiplier"": 2.84, ""stoch_overbought"": 86, ""stoch_oversold"": 16, ""xrp_atr_stoploss_multiplier"": 2.281, ""xrp_stoch_overbought"": 84, ""xrp_stoch_oversold"": 19}, ""minimal_roi"": {""0"": 0.244, ""355"": 0.115, ""664"": 0.073, ""1112"": 0}, ""stoploss"": -0.08, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20230617-20230915,20230915-20231015,8.44,"{""params"": {""adx_period"": 10, ""adx_threshold"": 26, ""atr_period"": 12, ""bb_period"": 17, ""bb_std"": 1.815, ""macd_fast"": 9, ""macd_signal"": 7, ""macd_slow"": 29, ""stoch_d_period"": 6, ""stoch_k_period"": 13, ""stoch_threshold"": 45, ""xrp_adx_period"": 16, ""xrp_adx_threshold"": 28, ""xrp_atr_period"": 11, ""xrp_bb_period"": 24, ""xrp_bb_std"": 2.494, ""xrp_macd_fast"": 16, ""xrp_macd_signal"": 8, ""xrp_macd_slow"": 21, ""xrp_stoch_d_period"": 3, ""xrp_stoch_k_period"": 11, ""xrp_stoch_threshold"": 45, ""atr_stoploss_multiplier"": 3.787, ""stoch_overbought"": 88, ""stoch_oversold"": 11, ""xrp_atr_stoploss_multiplier"": 3.176, ""xrp_stoch_overbought"": 77, ""xrp_stoch_oversold"": 10}, ""minimal_roi"": {""0"": 0.295, ""413"": 0.12, ""894"": 0.028, ""1732"": 0}, ""stoploss"": -0.164, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20230717-20231015,20231015-20231114,1.28,"{""params"": {""adx_period"": 17, ""adx_threshold"": 22, ""atr_period"": 19, ""bb_period"": 17, ""bb_std"": 2.217, ""macd_fast"": 11, ""macd_signal"": 12, ""macd_slow"": 22, ""stoch_d_period"": 3, ""stoch_k_period"": 11, ""stoch_threshold"": 51, ""xrp_adx_period"": 15, ""xrp_adx_threshold"": 24, ""xrp_atr_period"": 13, ""xrp_bb_period"": 16, ""xrp_bb_std"": 2.091, ""xrp_macd_fast"": 11, ""xrp_macd_signal"": 7, ""xrp_macd_slow"": 24, ""xrp_stoch_d_period"": 5, ""xrp_stoch_k_period"": 16, ""xrp_stoch_threshold"": 51, ""atr_stoploss_multiplier"": 2.201, ""stoch_overbought"": 84, ""stoch_oversold"": 14, ""xrp_atr_stoploss_multiplier"": 1.671, ""xrp_stoch_overbought"": 87, ""xrp_stoch_oversold"": 24}, ""minimal_roi"": {""0"": 0.3, ""260"": 0.191, ""646"": 0.072, ""880"": 0}, ""stoploss"": -0.174, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20230816-20231114,20231114-20231214,1.77,"{""params"": {""adx_period"": 19, ""adx_threshold"": 21, ""atr_period"": 15, ""bb_period"": 21, ""bb_std"": 1.921, ""macd_fast"": 10, ""macd_signal"": 10, ""macd_slow"": 28, ""stoch_d_period"": 6, ""stoch_k_period"": 16, ""stoch_threshold"": 45, ""xrp_adx_period"": 14, ""xrp_adx_threshold"": 20, ""xrp_atr_period"": 16, ""xrp_bb_period"": 17, ""xrp_bb_std"": 1.934, ""xrp_macd_fast"": 11, ""xrp_macd_signal"": 10, ""xrp_macd_slow"": 25, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 15, ""xrp_stoch_threshold"": 52, ""atr_stoploss_multiplier"": 1.907, ""stoch_overbought"": 84, ""stoch_oversold"": 25, ""xrp_atr_stoploss_multiplier"": 2.073, ""xrp_stoch_overbought"": 90, ""xrp_stoch_oversold"": 19}, ""minimal_roi"": {""0"": 0.388, ""208"": 0.163, ""825"": 0.048, ""1649"": 0}, ""stoploss"": -0.173, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20230915-20231214,20231214-20240113,4.69,"{""params"": {""adx_period"": 18, ""adx_threshold"": 20, ""atr_period"": 15, ""bb_period"": 24, ""bb_std"": 2.337, ""macd_fast"": 9, ""macd_signal"": 11, ""macd_slow"": 28, ""stoch_d_period"": 4, ""stoch_k_period"": 18, ""stoch_threshold"": 51, ""xrp_adx_period"": 17, ""xrp_adx_threshold"": 27, ""xrp_atr_period"": 18, ""xrp_bb_period"": 22, ""xrp_bb_std"": 2.148, ""xrp_macd_fast"": 12, ""xrp_macd_signal"": 8, ""xrp_macd_slow"": 26, ""xrp_stoch_d_period"": 3, ""xrp_stoch_k_period"": 18, ""xrp_stoch_threshold"": 54, ""atr_stoploss_multiplier"": 2.571, ""stoch_overbought"": 86, ""stoch_oversold"": 23, ""xrp_atr_stoploss_multiplier"": 2.197, ""xrp_stoch_overbought"": 88, ""xrp_stoch_oversold"": 19}, ""minimal_roi"": {""0"": 0.326, ""420"": 0.164, ""1028"": 0.061, ""1319"": 0}, ""stoploss"": -0.288, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20231015-20240113,20240113-20240212,2.44,"{""params"": {""adx_period"": 17, ""adx_threshold"": 20, ""atr_period"": 12, ""bb_period"": 20, ""bb_std"": 2.196, ""macd_fast"": 8, ""macd_signal"": 8, ""macd_slow"": 21, ""stoch_d_period"": 5, ""stoch_k_period"": 20, ""stoch_threshold"": 47, ""xrp_adx_period"": 20, ""xrp_adx_threshold"": 20, ""xrp_atr_period"": 16, ""xrp_bb_period"": 15, ""xrp_bb_std"": 2.165, ""xrp_macd_fast"": 16, ""xrp_macd_signal"": 8, ""xrp_macd_slow"": 28, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 20, ""xrp_stoch_threshold"": 54, ""atr_stoploss_multiplier"": 1.672, ""stoch_overbought"": 79, ""stoch_oversold"": 10, ""xrp_atr_stoploss_multiplier"": 3.063, ""xrp_stoch_overbought"": 83, ""xrp_stoch_oversold"": 15}, ""minimal_roi"": {""0"": 0.49, ""464"": 0.154, ""665"": 0.083, ""1451"": 0}, ""stoploss"": -0.272, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20231114-20240212,20240212-20240313,0.4,"{""params"": {""adx_period"": 17, ""adx_threshold"": 28, ""atr_period"": 16, ""bb_period"": 24, ""bb_std"": 1.811, ""macd_fast"": 8, ""macd_signal"": 11, ""macd_slow"": 29, ""stoch_d_period"": 3, ""stoch_k_period"": 13, ""stoch_threshold"": 46, ""xrp_adx_period"": 17, ""xrp_adx_threshold"": 24, ""xrp_atr_period"": 20, ""xrp_bb_period"": 15, ""xrp_bb_std"": 1.832, ""xrp_macd_fast"": 14, ""xrp_macd_signal"": 9, ""xrp_macd_slow"": 21, ""xrp_stoch_d_period"": 3, ""xrp_stoch_k_period"": 10, ""xrp_stoch_threshold"": 55, ""atr_stoploss_multiplier"": 1.772, ""stoch_overbought"": 79, ""stoch_oversold"": 15, ""xrp_atr_stoploss_multiplier"": 1.665, ""xrp_stoch_overbought"": 88, ""xrp_stoch_oversold"": 23}, ""minimal_roi"": {""0"": 0.229, ""399"": 0.139, ""548"": 0.043, ""949"": 0}, ""stoploss"": -0.158, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20231214-20240313,20240313-20240412,3.64,"{""params"": {""adx_period"": 17, ""adx_threshold"": 21, ""atr_period"": 13, ""bb_period"": 20, ""bb_std"": 2.41, ""macd_fast"": 13, ""macd_signal"": 10, ""macd_slow"": 24, ""stoch_d_period"": 5, ""stoch_k_period"": 14, ""stoch_threshold"": 50, ""xrp_adx_period"": 17, ""xrp_adx_threshold"": 24, ""xrp_atr_period"": 18, ""xrp_bb_period"": 22, ""xrp_bb_std"": 1.586, ""xrp_macd_fast"": 12, ""xrp_macd_signal"": 9, ""xrp_macd_slow"": 22, ""xrp_stoch_d_period"": 3, ""xrp_stoch_k_period"": 19, ""xrp_stoch_threshold"": 47, ""atr_stoploss_multiplier"": 2.437, ""stoch_overbought"": 78, ""stoch_oversold"": 15, ""xrp_atr_stoploss_multiplier"": 2.47, ""xrp_stoch_overbought"": 76, ""xrp_stoch_oversold"": 18}, ""minimal_roi"": {""0"": 0.319, ""178"": 0.19, ""446"": 0.04, ""1664"": 0}, ""stoploss"": -0.19, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20240113-20240412,20240412-20240512,4.26,"{""params"": {""adx_period"": 11, ""adx_threshold"": 20, ""atr_period"": 16, ""bb_period"": 15, ""bb_std"": 2.2, ""macd_fast"": 9, ""macd_signal"": 9, ""macd_slow"": 29, ""stoch_d_period"": 3, ""stoch_k_period"": 16, ""stoch_threshold"": 55, ""xrp_adx_period"": 15, ""xrp_adx_threshold"": 20, ""xrp_atr_period"": 15, ""xrp_bb_period"": 18, ""xrp_bb_std"": 1.672, ""xrp_macd_fast"": 12, ""xrp_macd_signal"": 8, ""xrp_macd_slow"": 26, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 10, ""xrp_stoch_threshold"": 46, ""atr_stoploss_multiplier"": 3.846, ""stoch_overbought"": 83, ""stoch_oversold"": 14, ""xrp_atr_stoploss_multiplier"": 2.491, ""xrp_stoch_overbought"": 75, ""xrp_stoch_oversold"": 20}, ""minimal_roi"": {""0"": 0.249, ""211"": 0.179, ""642"": 0.061, ""1160"": 0}, ""stoploss"": -0.172, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20240212-20240512,20240512-20240611,1.51,"{""params"": {""adx_period"": 18, ""adx_threshold"": 20, ""atr_period"": 18, ""bb_period"": 18, ""bb_std"": 2.31, ""macd_fast"": 15, ""macd_signal"": 7, ""macd_slow"": 22, ""stoch_d_period"": 3, ""stoch_k_period"": 13, ""stoch_threshold"": 52, ""xrp_adx_period"": 16, ""xrp_adx_threshold"": 21, ""xrp_atr_period"": 13, ""xrp_bb_period"": 23, ""xrp_bb_std"": 1.582, ""xrp_macd_fast"": 10, ""xrp_macd_signal"": 10, ""xrp_macd_slow"": 22, ""xrp_stoch_d_period"": 3, ""xrp_stoch_k_period"": 17, ""xrp_stoch_threshold"": 45, ""atr_stoploss_multiplier"": 2.271, ""stoch_overbought"": 81, ""stoch_oversold"": 22, ""xrp_atr_stoploss_multiplier"": 3.723, ""xrp_stoch_overbought"": 90, ""xrp_stoch_oversold"": 20}, ""minimal_roi"": {""0"": 0.231, ""192"": 0.062, ""325"": 0.039, ""560"": 0}, ""stoploss"": -0.342, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20240313-20240611,20240611-20240711,3.79,"{""params"": {""adx_period"": 10, ""adx_threshold"": 20, ""atr_period"": 18, ""bb_period"": 25, ""bb_std"": 1.795, ""macd_fast"": 16, ""macd_signal"": 12, ""macd_slow"": 23, ""stoch_d_period"": 5, ""stoch_k_period"": 16, ""stoch_threshold"": 52, ""xrp_adx_period"": 18, ""xrp_adx_threshold"": 22, ""xrp_atr_period"": 12, ""xrp_bb_period"": 21, ""xrp_bb_std"": 1.766, ""xrp_macd_fast"": 9, ""xrp_macd_signal"": 10, ""xrp_macd_slow"": 28, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 13, ""xrp_stoch_threshold"": 52, ""atr_stoploss_multiplier"": 1.58, ""stoch_overbought"": 89, ""stoch_oversold"": 18, ""xrp_atr_stoploss_multiplier"": 3.935, ""xrp_stoch_overbought"": 76, ""xrp_stoch_oversold"": 22}, ""minimal_roi"": {""0"": 0.643, ""292"": 0.224, ""623"": 0.063, ""2017"": 0}, ""stoploss"": -0.252, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20240412-20240711,20240711-20240810,11.89,"{""params"": {""adx_period"": 20, ""adx_threshold"": 20, ""atr_period"": 17, ""bb_period"": 19, ""bb_std"": 2.219, ""macd_fast"": 8, ""macd_signal"": 10, ""macd_slow"": 24, ""stoch_d_period"": 3, ""stoch_k_period"": 18, ""stoch_threshold"": 55, ""xrp_adx_period"": 10, ""xrp_adx_threshold"": 20, ""xrp_atr_period"": 14, ""xrp_bb_period"": 18, ""xrp_bb_std"": 2.215, ""xrp_macd_fast"": 12, ""xrp_macd_signal"": 10, ""xrp_macd_slow"": 24, ""xrp_stoch_d_period"": 3, ""xrp_stoch_k_period"": 12, ""xrp_stoch_threshold"": 46, ""atr_stoploss_multiplier"": 2.284, ""stoch_overbought"": 80, ""stoch_oversold"": 23, ""xrp_atr_stoploss_multiplier"": 3.687, ""xrp_stoch_overbought"": 89, ""xrp_stoch_oversold"": 12}, ""minimal_roi"": {""0"": 0.248, ""438"": 0.214, ""708"": 0.079, ""1168"": 0}, ""stoploss"": -0.215, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20240512-20240810,20240810-20240909,0.24,"{""params"": {""adx_period"": 13, ""adx_threshold"": 21, ""atr_period"": 15, ""bb_period"": 25, ""bb_std"": 1.957, ""macd_fast"": 8, ""macd_signal"": 8, ""macd_slow"": 29, ""stoch_d_period"": 3, ""stoch_k_period"": 16, ""stoch_threshold"": 49, ""xrp_adx_period"": 15, ""xrp_adx_threshold"": 23, ""xrp_atr_period"": 17, ""xrp_bb_period"": 24, ""xrp_bb_std"": 1.533, ""xrp_macd_fast"": 15, ""xrp_macd_signal"": 10, ""xrp_macd_slow"": 23, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 10, ""xrp_stoch_threshold"": 54, ""atr_stoploss_multiplier"": 2.101, ""stoch_overbought"": 81, ""stoch_oversold"": 10, ""xrp_atr_stoploss_multiplier"": 2.534, ""xrp_stoch_overbought"": 78, ""xrp_stoch_oversold"": 18}, ""minimal_roi"": {""0"": 0.171, ""182"": 0.084, ""610"": 0.047, ""1709"": 0}, ""stoploss"": -0.192, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20240611-20240909,20240909-20241009,3.68,"{""params"": {""adx_period"": 13, ""adx_threshold"": 23, ""atr_period"": 13, ""bb_period"": 22, ""bb_std"": 2.05, ""macd_fast"": 13, ""macd_signal"": 11, ""macd_slow"": 25, ""stoch_d_period"": 5, ""stoch_k_period"": 14, ""stoch_threshold"": 52, ""xrp_adx_period"": 20, ""xrp_adx_threshold"": 21, ""xrp_atr_period"": 16, ""xrp_bb_period"": 23, ""xrp_bb_std"": 1.629, ""xrp_macd_fast"": 8, ""xrp_macd_signal"": 11, ""xrp_macd_slow"": 30, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 16, ""xrp_stoch_threshold"": 48, ""atr_stoploss_multiplier"": 3.824, ""stoch_overbought"": 85, ""stoch_oversold"": 23, ""xrp_atr_stoploss_multiplier"": 1.95, ""xrp_stoch_overbought"": 82, ""xrp_stoch_oversold"": 23}, ""minimal_roi"": {""0"": 0.418, ""361"": 0.227, ""895"": 0.083, ""1514"": 0}, ""stoploss"": -0.294, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20240711-20241009,20241009-20241108,6.13,"{""params"": {""adx_period"": 11, ""adx_threshold"": 24, ""atr_period"": 10, ""bb_period"": 18, ""bb_std"": 1.8, ""macd_fast"": 9, ""macd_signal"": 9, ""macd_slow"": 21, ""stoch_d_period"": 5, ""stoch_k_period"": 12, ""stoch_threshold"": 50, ""xrp_adx_period"": 12, ""xrp_adx_threshold"": 22, ""xrp_atr_period"": 13, ""xrp_bb_period"": 15, ""xrp_bb_std"": 1.977, ""xrp_macd_fast"": 9, ""xrp_macd_signal"": 8, ""xrp_macd_slow"": 28, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 10, ""xrp_stoch_threshold"": 52, ""atr_stoploss_multiplier"": 2.849, ""stoch_overbought"": 88, ""stoch_oversold"": 14, ""xrp_atr_stoploss_multiplier"": 1.896, ""xrp_stoch_overbought"": 75, ""xrp_stoch_oversold"": 25}, ""minimal_roi"": {""0"": 0.232, ""178"": 0.133, ""704"": 0.031, ""1614"": 0}, ""stoploss"": -0.231, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20240810-20241108,20241108-20241208,0.28,"{""params"": {""adx_period"": 20, ""adx_threshold"": 23, ""atr_period"": 15, ""bb_period"": 18, ""bb_std"": 2.432, ""macd_fast"": 11, ""macd_signal"": 12, ""macd_slow"": 24, ""stoch_d_period"": 6, ""stoch_k_period"": 17, ""stoch_threshold"": 45, ""xrp_adx_period"": 16, ""xrp_adx_threshold"": 26, ""xrp_atr_period"": 14, ""xrp_bb_period"": 24, ""xrp_bb_std"": 1.998, ""xrp_macd_fast"": 13, ""xrp_macd_signal"": 10, ""xrp_macd_slow"": 24, ""xrp_stoch_d_period"": 3, ""xrp_stoch_k_period"": 18, ""xrp_stoch_threshold"": 53, ""atr_stoploss_multiplier"": 2.66, ""stoch_overbought"": 76, ""stoch_oversold"": 16, ""xrp_atr_stoploss_multiplier"": 2.323, ""xrp_stoch_overbought"": 78, ""xrp_stoch_oversold"": 21}, ""minimal_roi"": {""0"": 0.406, ""384"": 0.094, ""676"": 0.041, ""1380"": 0}, ""stoploss"": -0.272, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20240909-20241208,20241208-20250107,5.33,"{""params"": {""adx_period"": 14, ""adx_threshold"": 24, ""atr_period"": 13, ""bb_period"": 19, ""bb_std"": 1.936, ""macd_fast"": 13, ""macd_signal"": 8, ""macd_slow"": 22, ""stoch_d_period"": 6, ""stoch_k_period"": 18, ""stoch_threshold"": 53, ""xrp_adx_period"": 10, ""xrp_adx_threshold"": 23, ""xrp_atr_period"": 10, ""xrp_bb_period"": 21, ""xrp_bb_std"": 1.502, ""xrp_macd_fast"": 11, ""xrp_macd_signal"": 9, ""xrp_macd_slow"": 30, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 16, ""xrp_stoch_threshold"": 45, ""atr_stoploss_multiplier"": 2.947, ""stoch_overbought"": 83, ""stoch_oversold"": 11, ""xrp_atr_stoploss_multiplier"": 2.729, ""xrp_stoch_overbought"": 76, ""xrp_stoch_oversold"": 11}, ""minimal_roi"": {""0"": 0.13, ""346"": 0.084, ""926"": 0.06, ""1952"": 0}, ""stoploss"": -0.153, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20241009-20250107,20250107-20250206,2.1,"{""params"": {""adx_period"": 14, ""adx_threshold"": 28, ""atr_period"": 15, ""bb_period"": 25, ""bb_std"": 2.198, ""macd_fast"": 8, ""macd_signal"": 10, ""macd_slow"": 28, ""stoch_d_period"": 4, ""stoch_k_period"": 16, ""stoch_threshold"": 52, ""xrp_adx_period"": 17, ""xrp_adx_threshold"": 30, ""xrp_atr_period"": 12, ""xrp_bb_period"": 21, ""xrp_bb_std"": 2.369, ""xrp_macd_fast"": 11, ""xrp_macd_signal"": 11, ""xrp_macd_slow"": 22, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 18, ""xrp_stoch_threshold"": 47, ""atr_stoploss_multiplier"": 1.871, ""stoch_overbought"": 76, ""stoch_oversold"": 17, ""xrp_atr_stoploss_multiplier"": 1.952, ""xrp_stoch_overbought"": 87, ""xrp_stoch_oversold"": 17}, ""minimal_roi"": {""0"": 0.537, ""169"": 0.096, ""528"": 0.072, ""1500"": 0}, ""stoploss"": -0.282, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20241108-20250206,20250206-20250308,0.04,"{""params"": {""adx_period"": 19, ""adx_threshold"": 26, ""atr_period"": 15, ""bb_period"": 15, ""bb_std"": 1.959, ""macd_fast"": 10, ""macd_signal"": 12, ""macd_slow"": 25, ""stoch_d_period"": 6, ""stoch_k_period"": 19, ""stoch_threshold"": 52, ""xrp_adx_period"": 12, ""xrp_adx_threshold"": 25, ""xrp_atr_period"": 10, ""xrp_bb_period"": 16, ""xrp_bb_std"": 1.848, ""xrp_macd_fast"": 12, ""xrp_macd_signal"": 10, ""xrp_macd_slow"": 20, ""xrp_stoch_d_period"": 5, ""xrp_stoch_k_period"": 18, ""xrp_stoch_threshold"": 55, ""atr_stoploss_multiplier"": 3.15, ""stoch_overbought"": 83, ""stoch_oversold"": 14, ""xrp_atr_stoploss_multiplier"": 2.098, ""xrp_stoch_overbought"": 84, ""xrp_stoch_oversold"": 23}, ""minimal_roi"": {""0"": 0.369, ""378"": 0.134, ""883"": 0.038, ""1662"": 0}, ""stoploss"": -0.268, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20241208-20250308,20250308-20250407,2.88,"{""params"": {""adx_period"": 12, ""adx_threshold"": 28, ""atr_period"": 14, ""bb_period"": 17, ""bb_std"": 2.31, ""macd_fast"": 16, ""macd_signal"": 8, ""macd_slow"": 22, ""stoch_d_period"": 4, ""stoch_k_period"": 11, ""stoch_threshold"": 47, ""xrp_adx_period"": 11, ""xrp_adx_threshold"": 21, ""xrp_atr_period"": 17, ""xrp_bb_period"": 21, ""xrp_bb_std"": 2.016, ""xrp_macd_fast"": 11, ""xrp_macd_signal"": 10, ""xrp_macd_slow"": 20, ""xrp_stoch_d_period"": 3, ""xrp_stoch_k_period"": 10, ""xrp_stoch_threshold"": 51, ""atr_stoploss_multiplier"": 3.87, ""stoch_overbought"": 86, ""stoch_oversold"": 21, ""xrp_atr_stoploss_multiplier"": 2.809, ""xrp_stoch_overbought"": 89, ""xrp_stoch_oversold"": 18}, ""minimal_roi"": {""0"": 0.252, ""389"": 0.145, ""947"": 0.087, ""2115"": 0}, ""stoploss"": -0.331, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20250107-20250407,20250407-20250507,1.76,"{""params"": {""adx_period"": 19, ""adx_threshold"": 25, ""atr_period"": 17, ""bb_period"": 25, ""bb_std"": 2.223, ""macd_fast"": 8, ""macd_signal"": 9, ""macd_slow"": 30, ""stoch_d_period"": 4, ""stoch_k_period"": 15, ""stoch_threshold"": 45, ""xrp_adx_period"": 14, ""xrp_adx_threshold"": 22, ""xrp_atr_period"": 19, ""xrp_bb_period"": 17, ""xrp_bb_std"": 2.153, ""xrp_macd_fast"": 11, ""xrp_macd_signal"": 8, ""xrp_macd_slow"": 20, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 14, ""xrp_stoch_threshold"": 48, ""atr_stoploss_multiplier"": 2.686, ""stoch_overbought"": 79, ""stoch_oversold"": 10, ""xrp_atr_stoploss_multiplier"": 2.374, ""xrp_stoch_overbought"": 80, ""xrp_stoch_oversold"": 21}, ""minimal_roi"": {""0"": 0.534, ""285"": 0.173, ""466"": 0.085, ""1015"": 0}, ""stoploss"": -0.32, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20250206-20250507,20250507-20250606,0.58,"{""params"": {""adx_period"": 11, ""adx_threshold"": 26, ""atr_period"": 16, ""bb_period"": 24, ""bb_std"": 1.549, ""macd_fast"": 10, ""macd_signal"": 9, ""macd_slow"": 30, ""stoch_d_period"": 6, ""stoch_k_period"": 15, ""stoch_threshold"": 53, ""xrp_adx_period"": 17, ""xrp_adx_threshold"": 25, ""xrp_atr_period"": 13, ""xrp_bb_period"": 24, ""xrp_bb_std"": 2.441, ""xrp_macd_fast"": 15, ""xrp_macd_signal"": 8, ""xrp_macd_slow"": 26, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 12, ""xrp_stoch_threshold"": 45, ""atr_stoploss_multiplier"": 3.5, ""stoch_overbought"": 75, ""stoch_oversold"": 11, ""xrp_atr_stoploss_multiplier"": 2.376, ""xrp_stoch_overbought"": 80, ""xrp_stoch_oversold"": 12}, ""minimal_roi"": {""0"": 0.222, ""468"": 0.199, ""1038"": 0.085, ""1271"": 0}, ""stoploss"": -0.196, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
