train_range,test_range,test_total_profit_pct,best_params
20250308-20250606,20250606-20250706,0.57,"{""params"": {""adx_period"": 16, ""adx_threshold"": 20, ""atr_period"": 16, ""bb_period"": 16, ""bb_std"": 2.054, ""macd_fast"": 15, ""macd_signal"": 10, ""macd_slow"": 22, ""stoch_d_period"": 5, ""stoch_k_period"": 15, ""stoch_threshold"": 54, ""xrp_adx_period"": 18, ""xrp_adx_threshold"": 23, ""xrp_atr_period"": 18, ""xrp_bb_period"": 23, ""xrp_bb_std"": 2.407, ""xrp_macd_fast"": 10, ""xrp_macd_signal"": 10, ""xrp_macd_slow"": 26, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 13, ""xrp_stoch_threshold"": 45, ""atr_stoploss_multiplier"": 3.553, ""stoch_overbought"": 87, ""stoch_oversold"": 25, ""xrp_atr_stoploss_multiplier"": 2.19, ""xrp_stoch_overbought"": 79, ""xrp_stoch_oversold"": 15}, ""minimal_roi"": {""0"": 0.125, ""282"": 0.074, ""407"": 0.048, ""1782"": 0}, ""stoploss"": -0.238, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20250407-20250706,20250706-20250805,0.76,"{""params"": {""adx_period"": 19, ""adx_threshold"": 21, ""atr_period"": 15, ""bb_period"": 16, ""bb_std"": 2.096, ""macd_fast"": 11, ""macd_signal"": 12, ""macd_slow"": 22, ""stoch_d_period"": 4, ""stoch_k_period"": 12, ""stoch_threshold"": 50, ""xrp_adx_period"": 17, ""xrp_adx_threshold"": 29, ""xrp_atr_period"": 14, ""xrp_bb_period"": 24, ""xrp_bb_std"": 2.294, ""xrp_macd_fast"": 13, ""xrp_macd_signal"": 9, ""xrp_macd_slow"": 27, ""xrp_stoch_d_period"": 5, ""xrp_stoch_k_period"": 11, ""xrp_stoch_threshold"": 47, ""atr_stoploss_multiplier"": 1.711, ""stoch_overbought"": 85, ""stoch_oversold"": 11, ""xrp_atr_stoploss_multiplier"": 2.433, ""xrp_stoch_overbought"": 86, ""xrp_stoch_oversold"": 21}, ""minimal_roi"": {""0"": 0.589, ""199"": 0.185, ""918"": 0.063, ""1396"": 0}, ""stoploss"": -0.299, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20250507-20250805,20250805-20250904,1.5,"{""params"": {""adx_period"": 17, ""adx_threshold"": 30, ""atr_period"": 20, ""bb_period"": 16, ""bb_std"": 1.668, ""macd_fast"": 12, ""macd_signal"": 9, ""macd_slow"": 29, ""stoch_d_period"": 4, ""stoch_k_period"": 17, ""stoch_threshold"": 53, ""xrp_adx_period"": 16, ""xrp_adx_threshold"": 23, ""xrp_atr_period"": 17, ""xrp_bb_period"": 20, ""xrp_bb_std"": 2.292, ""xrp_macd_fast"": 9, ""xrp_macd_signal"": 9, ""xrp_macd_slow"": 30, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 19, ""xrp_stoch_threshold"": 54, ""atr_stoploss_multiplier"": 2.676, ""stoch_overbought"": 89, ""stoch_oversold"": 11, ""xrp_atr_stoploss_multiplier"": 2.076, ""xrp_stoch_overbought"": 85, ""xrp_stoch_oversold"": 24}, ""minimal_roi"": {""0"": 0.491, ""145"": 0.105, ""321"": 0.026, ""1332"": 0}, ""stoploss"": -0.21, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20250606-20250904,20250904-20251004,2.47,"{""params"": {""adx_period"": 17, ""adx_threshold"": 23, ""atr_period"": 20, ""bb_period"": 23, ""bb_std"": 1.712, ""macd_fast"": 11, ""macd_signal"": 10, ""macd_slow"": 21, ""stoch_d_period"": 4, ""stoch_k_period"": 20, ""stoch_threshold"": 45, ""xrp_adx_period"": 20, ""xrp_adx_threshold"": 26, ""xrp_atr_period"": 19, ""xrp_bb_period"": 18, ""xrp_bb_std"": 2.251, ""xrp_macd_fast"": 9, ""xrp_macd_signal"": 8, ""xrp_macd_slow"": 20, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 15, ""xrp_stoch_threshold"": 48, ""atr_stoploss_multiplier"": 3.885, ""stoch_overbought"": 83, ""stoch_oversold"": 24, ""xrp_atr_stoploss_multiplier"": 3.425, ""xrp_stoch_overbought"": 86, ""xrp_stoch_oversold"": 10}, ""minimal_roi"": {""0"": 0.588, ""405"": 0.132, ""686"": 0.072, ""1647"": 0}, ""stoploss"": -0.137, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20250706-20251004,20251004-20251103,0.03,"{""params"": {""adx_period"": 11, ""adx_threshold"": 23, ""atr_period"": 12, ""bb_period"": 22, ""bb_std"": 2.162, ""macd_fast"": 16, ""macd_signal"": 7, ""macd_slow"": 28, ""stoch_d_period"": 3, ""stoch_k_period"": 19, ""stoch_threshold"": 55, ""xrp_adx_period"": 17, ""xrp_adx_threshold"": 25, ""xrp_atr_period"": 19, ""xrp_bb_period"": 15, ""xrp_bb_std"": 1.995, ""xrp_macd_fast"": 11, ""xrp_macd_signal"": 11, ""xrp_macd_slow"": 21, ""xrp_stoch_d_period"": 3, ""xrp_stoch_k_period"": 18, ""xrp_stoch_threshold"": 46, ""atr_stoploss_multiplier"": 3.405, ""stoch_overbought"": 82, ""stoch_oversold"": 12, ""xrp_atr_stoploss_multiplier"": 2.256, ""xrp_stoch_overbought"": 90, ""xrp_stoch_oversold"": 20}, ""minimal_roi"": {""0"": 0.396, ""213"": 0.144, ""579"": 0.051, ""768"": 0}, ""stoploss"": -0.259, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20250805-20251103,20251103-20251203,7.9,"{""params"": {""adx_period"": 10, ""adx_threshold"": 23, ""atr_period"": 20, ""bb_period"": 19, ""bb_std"": 2.4, ""macd_fast"": 9, ""macd_signal"": 12, ""macd_slow"": 21, ""stoch_d_period"": 3, ""stoch_k_period"": 15, ""stoch_threshold"": 46, ""xrp_adx_period"": 17, ""xrp_adx_threshold"": 21, ""xrp_atr_period"": 10, ""xrp_bb_period"": 18, ""xrp_bb_std"": 1.639, ""xrp_macd_fast"": 13, ""xrp_macd_signal"": 7, ""xrp_macd_slow"": 22, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 20, ""xrp_stoch_threshold"": 48, ""atr_stoploss_multiplier"": 3.698, ""stoch_overbought"": 81, ""stoch_oversold"": 11, ""xrp_atr_stoploss_multiplier"": 3.426, ""xrp_stoch_overbought"": 86, ""xrp_stoch_oversold"": 10}, ""minimal_roi"": {""0"": 0.315, ""135"": 0.165, ""585"": 0.082, ""1138"": 0}, ""stoploss"": -0.176, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20250904-20251203,20251203-20260102,7.4,"{""params"": {""adx_period"": 13, ""adx_threshold"": 20, ""atr_period"": 10, ""bb_period"": 22, ""bb_std"": 1.787, ""macd_fast"": 12, ""macd_signal"": 10, ""macd_slow"": 30, ""stoch_d_period"": 4, ""stoch_k_period"": 16, ""stoch_threshold"": 52, ""xrp_adx_period"": 13, ""xrp_adx_threshold"": 30, ""xrp_atr_period"": 10, ""xrp_bb_period"": 19, ""xrp_bb_std"": 1.695, ""xrp_macd_fast"": 14, ""xrp_macd_signal"": 12, ""xrp_macd_slow"": 30, ""xrp_stoch_d_period"": 3, ""xrp_stoch_k_period"": 16, ""xrp_stoch_threshold"": 48, ""atr_stoploss_multiplier"": 2.218, ""stoch_overbought"": 86, ""stoch_oversold"": 11, ""xrp_atr_stoploss_multiplier"": 2.27, ""xrp_stoch_overbought"": 76, ""xrp_stoch_oversold"": 18}, ""minimal_roi"": {""0"": 0.301, ""163"": 0.205, ""691"": 0.09, ""1630"": 0}, ""stoploss"": -0.276, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20251004-20260102,20260102-20260201,0.02,"{""params"": {""adx_period"": 10, ""adx_threshold"": 28, ""atr_period"": 16, ""bb_period"": 25, ""bb_std"": 2.349, ""macd_fast"": 10, ""macd_signal"": 10, ""macd_slow"": 20, ""stoch_d_period"": 3, ""stoch_k_period"": 17, ""stoch_threshold"": 55, ""xrp_adx_period"": 14, ""xrp_adx_threshold"": 23, ""xrp_atr_period"": 18, ""xrp_bb_period"": 19, ""xrp_bb_std"": 2.112, ""xrp_macd_fast"": 13, ""xrp_macd_signal"": 8, ""xrp_macd_slow"": 29, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 12, ""xrp_stoch_threshold"": 53, ""atr_stoploss_multiplier"": 2.115, ""stoch_overbought"": 79, ""stoch_oversold"": 21, ""xrp_atr_stoploss_multiplier"": 1.957, ""xrp_stoch_overbought"": 86, ""xrp_stoch_oversold"": 21}, ""minimal_roi"": {""0"": 0.442, ""385"": 0.112, ""602"": 0.026, ""1942"": 0}, ""stoploss"": -0.056, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20251103-20260201,20260201-20260303,3.09,"{""params"": {""adx_period"": 17, ""adx_threshold"": 24, ""atr_period"": 16, ""bb_period"": 22, ""bb_std"": 2.013, ""macd_fast"": 10, ""macd_signal"": 9, ""macd_slow"": 24, ""stoch_d_period"": 3, ""stoch_k_period"": 12, ""stoch_threshold"": 50, ""xrp_adx_period"": 13, ""xrp_adx_threshold"": 27, ""xrp_atr_period"": 17, ""xrp_bb_period"": 22, ""xrp_bb_std"": 2.37, ""xrp_macd_fast"": 13, ""xrp_macd_signal"": 7, ""xrp_macd_slow"": 23, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 10, ""xrp_stoch_threshold"": 54, ""atr_stoploss_multiplier"": 3.212, ""stoch_overbought"": 79, ""stoch_oversold"": 20, ""xrp_atr_stoploss_multiplier"": 1.698, ""xrp_stoch_overbought"": 82, ""xrp_stoch_oversold"": 18}, ""minimal_roi"": {""0"": 0.358, ""416"": 0.156, ""924"": 0.09, ""1993"": 0}, ""stoploss"": -0.03, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20251203-20260303,20260303-20260402,0.67,"{""params"": {""adx_period"": 17, ""adx_threshold"": 20, ""atr_period"": 16, ""bb_period"": 16, ""bb_std"": 1.502, ""macd_fast"": 14, ""macd_signal"": 11, ""macd_slow"": 22, ""stoch_d_period"": 3, ""stoch_k_period"": 18, ""stoch_threshold"": 45, ""xrp_adx_period"": 19, ""xrp_adx_threshold"": 29, ""xrp_atr_period"": 13, ""xrp_bb_period"": 23, ""xrp_bb_std"": 2.37, ""xrp_macd_fast"": 9, ""xrp_macd_signal"": 9, ""xrp_macd_slow"": 26, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 14, ""xrp_stoch_threshold"": 49, ""atr_stoploss_multiplier"": 3.225, ""stoch_overbought"": 82, ""stoch_oversold"": 24, ""xrp_atr_stoploss_multiplier"": 3.209, ""xrp_stoch_overbought"": 84, ""xrp_stoch_oversold"": 10}, ""minimal_roi"": {""0"": 0.12, ""387"": 0.091, ""1026"": 0.03, ""1347"": 0}, ""stoploss"": -0.031, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20260102-20260402,20260402-20260502,0.57,"{""params"": {""adx_period"": 15, ""adx_threshold"": 28, ""atr_period"": 16, ""bb_period"": 18, ""bb_std"": 1.68, ""macd_fast"": 14, ""macd_signal"": 9, ""macd_slow"": 20, ""stoch_d_period"": 6, ""stoch_k_period"": 15, ""stoch_threshold"": 45, ""xrp_adx_period"": 15, ""xrp_adx_threshold"": 22, ""xrp_atr_period"": 10, ""xrp_bb_period"": 16, ""xrp_bb_std"": 1.805, ""xrp_macd_fast"": 10, ""xrp_macd_signal"": 11, ""xrp_macd_slow"": 29, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 13, ""xrp_stoch_threshold"": 53, ""atr_stoploss_multiplier"": 3.442, ""stoch_overbought"": 88, ""stoch_oversold"": 19, ""xrp_atr_stoploss_multiplier"": 3.649, ""xrp_stoch_overbought"": 87, ""xrp_stoch_oversold"": 20}, ""minimal_roi"": {""0"": 0.241, ""457"": 0.093, ""602"": 0.069, ""1433"": 0}, ""stoploss"": -0.314, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20260201-20260502,20260502-20260601,3.9,"{""params"": {""adx_period"": 14, ""adx_threshold"": 23, ""atr_period"": 12, ""bb_period"": 23, ""bb_std"": 2.016, ""macd_fast"": 10, ""macd_signal"": 10, ""macd_slow"": 22, ""stoch_d_period"": 4, ""stoch_k_period"": 12, ""stoch_threshold"": 48, ""xrp_adx_period"": 19, ""xrp_adx_threshold"": 30, ""xrp_atr_period"": 19, ""xrp_bb_period"": 16, ""xrp_bb_std"": 1.816, ""xrp_macd_fast"": 15, ""xrp_macd_signal"": 9, ""xrp_macd_slow"": 25, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 10, ""xrp_stoch_threshold"": 49, ""atr_stoploss_multiplier"": 1.604, ""stoch_overbought"": 76, ""stoch_oversold"": 12, ""xrp_atr_stoploss_multiplier"": 2.645, ""xrp_stoch_overbought"": 85, ""xrp_stoch_oversold"": 22}, ""minimal_roi"": {""0"": 0.59, ""317"": 0.212, ""460"": 0.073, ""809"": 0}, ""stoploss"": -0.115, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20260303-20260601,20260601-20260701,3.23,"{""params"": {""adx_period"": 16, ""adx_threshold"": 21, ""atr_period"": 10, ""bb_period"": 25, ""bb_std"": 1.502, ""macd_fast"": 8, ""macd_signal"": 11, ""macd_slow"": 25, ""stoch_d_period"": 5, ""stoch_k_period"": 12, ""stoch_threshold"": 50, ""xrp_adx_period"": 18, ""xrp_adx_threshold"": 30, ""xrp_atr_period"": 11, ""xrp_bb_period"": 24, ""xrp_bb_std"": 1.977, ""xrp_macd_fast"": 16, ""xrp_macd_signal"": 11, ""xrp_macd_slow"": 25, ""xrp_stoch_d_period"": 6, ""xrp_stoch_k_period"": 18, ""xrp_stoch_threshold"": 47, ""atr_stoploss_multiplier"": 2.965, ""stoch_overbought"": 85, ""stoch_oversold"": 24, ""xrp_atr_stoploss_multiplier"": 3.697, ""xrp_stoch_overbought"": 78, ""xrp_stoch_oversold"": 23}, ""minimal_roi"": {""0"": 0.483, ""128"": 0.091, ""598"": 0.024, ""1339"": 0}, ""stoploss"": -0.073, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
20260402-20260701,20260701-20260731,0.9,"{""params"": {""adx_period"": 12, ""adx_threshold"": 27, ""atr_period"": 14, ""bb_period"": 21, ""bb_std"": 2.383, ""macd_fast"": 10, ""macd_signal"": 11, ""macd_slow"": 25, ""stoch_d_period"": 5, ""stoch_k_period"": 12, ""stoch_threshold"": 55, ""xrp_adx_period"": 16, ""xrp_adx_threshold"": 29, ""xrp_atr_period"": 17, ""xrp_bb_period"": 20, ""xrp_bb_std"": 1.669, ""xrp_macd_fast"": 9, ""xrp_macd_signal"": 7, ""xrp_macd_slow"": 29, ""xrp_stoch_d_period"": 4, ""xrp_stoch_k_period"": 14, ""xrp_stoch_threshold"": 46, ""atr_stoploss_multiplier"": 2.21, ""stoch_overbought"": 89, ""stoch_oversold"": 17, ""xrp_atr_stoploss_multiplier"": 2.096, ""xrp_stoch_overbought"": 77, ""xrp_stoch_oversold"": 25}, ""minimal_roi"": {""0"": 0.515, ""404"": 0.133, ""780"": 0.023, ""1719"": 0}, ""stoploss"": -0.332, ""trailing_stop"": true, ""trailing_stop_positive"": 0.02, ""trailing_stop_positive_offset"": 0.04, ""trailing_only_offset_is_reached"": true, ""max_open_trades"": 4}"
